Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
Human Phenotype	HP:0001006	Hypotrichosis	 	8.504E-9	4.586E-5	2.867E-7	2.629E-6	46	246	EPHB2,EZH2,F2,CCL2,CCL3,AKT1,FGFR1,MMP1,HOXB13,CXCL12,FOXN1,FLNA,IKBKG,FAS,RHOA,TP63,MYC,MYD88,GATA1,CCND1,BMP2,GJB2,BRCA1,BRAF,NFKB1,NOTCH1,ROR2,TERT,CLDN1,TP53,TP73,CFTR,ALX4,PIK3CA,PIK3R1,HRAS,VDR,WNT5A,MAP2K1,PTEN,PTPN11,KRAS,KRT17,RB1,LAMC2,LMNA
Human Phenotype	HP:0001500	Broad finger	 	8.751E-9	4.719E-5	2.921E-7	2.679E-6	25	90	USP9X,EZH2,SALL1,FGFR1,FGFR2,FLNA,EED,BMP2,GPC3,MAP3K7,SATB2,ROR2,DDR2,TGFB2,SUZ12,TWIST1,WNT5A,CREBBP,PTEN,ZEB2,RBM8A,SALL4,TBL1XR1,ZEB2-AS1,EP300
Human Phenotype	HP:0000078	Abnormality of the genital system	 	8.775E-9	4.732E-5	2.921E-7	2.679E-6	164	1469	EPHB2,ERBB2,ESR1,SMC1A,ACTA2,ACTG2,MEG3,MDM2,EZH2,F2,AXIN1,MET,SALL1,JAG1,KMT2A,CCL2,CCL3,AKT1,AKT2,FGFR1,SPOP,FGFR2,CCL18,MAD2L2,TACC3,ALK,HOXB13,CXCL12,FOXC1,FLNA,FMR1,FERMT1,SHH,SKI,FAS,AR,CEP164,RHOA,TP63,FSHR,SNAI2,ATM,SUFU,FZD2,MUC4,TRIM37,H19,KDM1A,MYC,SOX2,SOX3,SOX5,SOX9,MYD88,EED,WWOX,SRC,HDAC8,GATA1,GATA3,GATA6,NKX3-2,CCND1,BDNF,AURKA,BMP2,PROM1,STK11,BMP4,GJB2,GPC3,BRCA1,BRAF,NF2,GLI2,SEMA4A,MAP3K7,NOTCH1,NOTCH2,NOTCH3,TCF4,SATB2,ZEB1,NEDD4L,NTRK3,ROR2,TWIST2,CAV1,PSTPIP1,TERT,DICER1,TGFB1,TGFB2,TGFB3,TGFBR1,TGFBR2,SMC3,TLR4,SERPINE1,SUZ12,CDC42,CDH1,TNXB,TP53,TP73,PCSK1,HIP1,CFTR,TRPS1,TSC1,TSC2,HNF4A,ALX4,TWIST1,HOXA13,PIK3CA,PIK3R1,HRAS,PLAU,CCR6,KDM6A,VHL,PRRX1,WNT5A,SIN3A,PPARG,CREBBP,CRKL,IGF1,CTGF,CAVIN1,MAPK1,CTNNB1,IL17RD,MAP2K1,MAP2K2,PROP1,IRF6,PTEN,ZEB2,CD82,PTPN11,CXCR4,RBM8A,KRAS,RARB,RB1,LAMC2,SALL4,RELA,TBL1XR1,LEP,NLRP3,ZEB2-AS1,HMGA2,LMNA,LMNB1,EGFR,VANGL1,LOX,EPCAM,EP300,SMAD3,SMAD4
Human Phenotype	HP:0010935	Abnormality of the upper urinary tract	 	9.744E-9	5.255E-5	3.224E-7	2.956E-6	154	1354	EPHB2,SPRY2,ERG,USP9X,SMC1A,ACTA2,ETV1,ETV4,ACTG2,ACTN4,MDM2,EZH2,F2,AXIN1,MET,SALL1,YAP1,JAG1,AGTR1,MITF,KMT2A,CCL2,CCL3,AKT1,FGFR1,FGFR2,CCL18,MAD2L2,TACC3,ALDOB,ALK,HOXB13,CXCL12,FOXC2,FOXO1,FLNA,FMR1,FN1,FERMT1,SHH,SIX1,SKI,FAS,AR,CEP164,RHOA,TP63,FSHR,SNAI2,ATM,MUC1,MUC4,TRIM37,H19,MYC,SOX9,MYD88,WWOX,SRC,HDAC8,GATA1,GATA3,GATA6,CCND1,BDNF,STAT1,STAT3,AURKA,PROM1,STK11,BMP4,GPC3,BRCA1,BRAF,C3,TBXT,SEMA4A,MAP3K7,NOTCH2,NOTCH3,TCF4,NTRK3,ROR2,SOX17,TWIST2,CAV1,PSTPIP1,TERT,DICER1,GSN,CCND2,TGFB1,THBD,SMC3,TLR4,CD151,PAX2,CDH1,TNXB,TP53,TP73,PDGFRB,CFTR,TRPS1,TSC1,TSC2,HNF4A,ALX4,HOXA13,SLC9A3R1,PIK3CA,PKD1,HRAS,CCR6,EIF2AK3,KDM6A,VDR,VHL,WNT5A,WWTR1,PPARG,CREB1,CREBBP,CRKL,SLC30A7,CTGF,MAPK1,CTNNB1,IL17RD,MAP2K1,MAP2K2,HDAC4,ITGA3,PTEN,ZEB2,PTPN11,RBM8A,TNFSF15,KRAS,RARB,KRT17,RB1,LAMC2,SALL4,NLRP3,ZEB2-AS1,HMGA2,LMNA,MICALL2,EGFR,VANGL1,EPCAM,EP300,SMAD4
Human Phenotype	HP:0011893	Abnormal leukocyte count	 	1.047E-8	5.647E-5	3.443E-7	3.158E-6	79	548	EPHB2,ERBB2,ERG,ETV1,ETV4,EZH2,AXIN1,MET,YAP1,CCL2,CCL3,AKT1,FGFR1,FGFR2,MAD2L2,TACC3,ALK,HOXB13,CXCL12,FOXN1,IKBKG,SHH,FAS,RHOA,TNFSF11,FSHR,SNAI2,ATM,MUC4,MYB,MYC,MYD88,TNFSF12,GATA1,CCND1,STAT1,STAT3,BRCA1,BRAF,NFKB1,ADAM17,NOTCH1,TAZ,TCF3,NTRK3,PSTPIP1,TERT,TGFB1,RASSF1,TLR4,CDH1,TP53,TP73,PDGFRB,CFTR,PIK3CA,PIK3R1,HRAS,EIF2AK3,WWTR1,CREBBP,CTNNB1,MAP2K1,PTEN,JAK2,PTPN11,CXCR4,RBM8A,TNFSF15,DNMT3B,KRAS,RB1,SALL4,LEP,NLRP3,LMNA,EGFR,ROCK1,SMAD3
Human Phenotype	HP:0006740	Transitional cell carcinoma of the bladder	 	1.100E-8	5.935E-5	3.597E-7	3.298E-6	19	55	EPHB2,AKT1,HOXB13,FERMT1,SRC,CCND1,AURKA,BRCA1,BRAF,TP53,PIK3CA,HRAS,PPARG,CTNNB1,PTEN,KRAS,RB1,EGFR,EP300
Human Phenotype	HP:0001167	Abnormality of finger	 	1.135E-8	6.121E-5	3.687E-7	3.381E-6	111	877	USP9X,SMC1A,ACTA2,ACTG2,MEG3,EZH2,SALL1,JAG1,KMT2A,CCL2,CCL3,FGF9,AKT1,FGFR1,FGFR2,MMP1,MMP2,CCL18,MAD2L2,CXCL12,FLNA,FERMT1,IKBKG,SHH,SKI,MSX2,MTOR,TP63,FSHR,SUFU,FZD2,H19,KDM1A,SOX2,SOX3,SOX5,SOX9,EED,HDAC8,GATA1,GATA6,STAT3,BMP2,STK11,BMP4,GJB2,GPC3,BRCA1,BRAF,GLI2,MAP3K7,NOTCH1,NOTCH2,TCF4,SATB2,ROR2,DDR2,TWIST2,RUNX2,TERT,CCND2,TGFB2,TGFB3,TGFBR1,TGFBR2,SMC3,SUZ12,PDGFRB,TRPS1,TSC1,TSC2,TWIST1,HOXA13,PIK3CA,PIK3R1,HRAS,EIF2AK3,KDM6A,CNTN1,WNT5A,SIN3A,CREBBP,CRKL,SLC30A7,IGF1,IGF1R,MAPK1,MAP2K1,MAP2K2,HDAC4,PTEN,ZEB2,PTHLH,PTPN11,RBM8A,KRAS,KRT17,RB1,L1CAM,LAMC2,SALL4,TBL1XR1,NLRP3,ZEB2-AS1,HMGA2,LMNA,MICALL2,LOX,EP300,SMAD3,SMAD4
Human Phenotype	HP:0000008	Abnormality of female internal genitalia	 	1.146E-8	6.183E-5	3.702E-7	3.395E-6	104	803	EPHB2,ERBB2,ESR1,SMC1A,MDM2,EZH2,F2,AXIN1,MET,SALL1,CCL2,CCL3,AKT1,AKT2,FGFR1,FGFR2,CCL18,MAD2L2,TACC3,ALK,HOXB13,CXCL12,FMR1,FAS,AR,CEP164,RHOA,TP63,FSHR,SNAI2,ATM,SUFU,MUC4,H19,MYC,SOX3,SOX9,MYD88,WWOX,SRC,HDAC8,GATA1,GATA3,CCND1,BDNF,AURKA,BMP2,PROM1,STK11,BMP4,BRCA1,BRAF,NF2,GLI2,SEMA4A,NOTCH1,NTRK3,CAV1,TERT,DICER1,TGFB1,TGFBR1,TGFBR2,SMC3,SERPINE1,SUZ12,CDH1,TNXB,TP53,PCSK1,CFTR,TRPS1,TSC1,TSC2,HNF4A,HOXA13,PIK3CA,HRAS,PLAU,VHL,PPARG,CREBBP,CAVIN1,CTNNB1,IL17RD,MAP2K1,PROP1,IRF6,PTEN,PTPN11,CXCR4,RBM8A,KRAS,RARB,RB1,SALL4,LEP,HMGA2,LMNA,EGFR,EPCAM,EP300,SMAD3,SMAD4
Human Phenotype	HP:0001159	Syndactyly	 	1.219E-8	6.577E-5	3.915E-7	3.590E-6	51	291	SMC1A,EZH2,FBLN1,SALL1,KMT2A,AKT1,FGFR1,FGFR2,MAD2L2,FLNA,FERMT1,IKBKG,SHH,TP63,H19,SOX5,EED,HDAC8,BMP2,BMP4,GPC3,NOTCH1,NEDD4L,ROR2,TWIST2,TGFB2,TGFBR2,SMC3,SUZ12,CDH1,TRPS1,ALX4,TWIST1,PIK3CA,WNT5A,SIN3A,CREBBP,CRKL,MAPK1,HDAC4,IRF6,PTEN,ZEB2,RBM8A,RB1,SALL4,ZEB2-AS1,HMGA2,LMNA,EP300,SMAD4
Human Phenotype	HP:0001289	Confusion	 	1.308E-8	7.056E-5	4.175E-7	3.829E-6	50	283	EPHB2,EZH2,AXIN1,MET,YAP1,CCL2,CCL3,AKT1,FGFR1,FGFR2,HOXB13,CXCL12,FAS,SLC2A1,RHOA,ATM,MUC4,H19,MYC,MYD88,CCND1,GPC3,BRCA1,BRAF,NF2,TBXT,NOTCH3,NTRK3,PSTPIP1,TERT,DICER1,TGFB1,TLR4,SUZ12,CDH1,TP53,TP73,PDGFB,CFTR,PIK3CA,HRAS,WWTR1,CREBBP,CTNNB1,MAP2K1,PTEN,PTPN11,KRAS,RB1,HMGA2
Human Phenotype	HP:0002018	Nausea	 	1.369E-8	7.381E-5	4.342E-7	3.981E-6	27	105	EPHB2,ESR1,EZH2,CCL2,CCL3,AKT1,ALDOB,HOXB13,CXCL12,RHOA,FSHR,MYC,MYD88,CCND1,BRCA1,BRAF,TNF,TP53,TP73,PIK3CA,HRAS,MAP2K1,IL6,PTEN,PTPN11,KRAS,RB1
Human Phenotype	HP:0011857	Plasmacytoma	 	1.407E-8	7.588E-5	4.438E-7	4.069E-6	17	45	EZH2,AKT1,RHOA,ATM,MYC,MYD88,CCND1,BRAF,TBXT,NTRK3,TP53,PIK3CA,HRAS,MAP2K1,PTPN11,KRAS,RB1
Human Phenotype	HP:0200034	Papule	 	1.516E-8	8.178E-5	4.754E-7	4.360E-6	37	178	MDM2,SALL1,AKT1,FGFR1,FGFR2,MMP2,ALK,FERMT1,FAS,AQP5,MYC,CCND1,BCL2,BCL6,STAT3,GJB2,BRAF,NF2,NME1,NOTCH3,PSTPIP1,TLR4,TNXB,TP53,PDGFB,PDGFRB,TSC1,TSC2,PIK3CA,HRAS,CTNNB1,PTEN,PTPN11,KRT17,NLRP3,HMGA2,EGFR
Human Phenotype	HP:0011450	CNS infection	 	1.569E-8	8.459E-5	4.890E-7	4.484E-6	47	259	ACTA2,EZH2,CCL2,CCL3,AKT1,FGFR1,TACC3,CXCL12,ANG,IKBKG,SHH,FAS,RHOA,TBK1,ATM,MUC4,MYC,MYD88,CCND1,BCL2,BCL6,STAT1,PPARGC1A,BRAF,NF2,SQSTM1,TBXT,TCF3,PSTPIP1,TLR4,TP53,TP73,PIK3CA,PIK3R1,HRAS,VCP,MAP2K1,IL6,PTEN,JAK3,PTPN11,KRAS,RB1,RELA,NLRP3,EGFR,VANGL1
Human Phenotype	HP:0009728	Neoplasm of striated muscle	 	1.592E-8	8.588E-5	4.936E-7	4.526E-6	26	99	EPHB2,ERG,ETV1,ETV4,MDM2,EZH2,AKT1,ALK,HOXB13,FOXO1,SUFU,H19,MYD88,GPC3,BRCA1,BRAF,NTRK3,DICER1,TP53,TSC1,TSC2,HRAS,CREB1,PTPN11,KRAS,RB1
Human Phenotype	HP:0002814	Abnormality of the lower limb	 	1.633E-8	8.805E-5	5.016E-7	4.600E-6	152	1340	USP9X,SMC1A,ACTA2,ACTG2,MEG3,EZH2,AXIN1,MET,FBLN1,SALL1,NDRG1,KMT2A,CCL2,CCL3,FGF9,AKT1,FGFR1,FGFR2,MMP2,CCL18,MAD2L2,MMP9,FHL1,MMP14,CXCL12,FLNA,FMR1,FN1,PPM1D,FERMT1,IKBKG,SHH,SIX1,SKI,FAS,AQP5,AR,TNFSF11,MTOR,TP63,FSHR,SUFU,FZD2,H19,KDM1A,SOX5,SOX9,MYD88,EED,SPARC,MYL2,WWOX,HDAC8,GATA1,GATA6,NKX3-2,CCND1,BDNF,STIM1,BMP2,BMP4,GJB1,GJB2,GPC3,BRCA1,BRAF,SQSTM1,MAP3K7,NOTCH1,NOTCH2,TAZ,TCF4,SATB2,NEDD4L,NTRK3,ROR2,DDR2,TWIST2,CAV1,PSTPIP1,RUNX2,TERT,TGFB1,TGFB2,TGFB3,TGFBR1,TGFBR2,SMC3,TLR4,SUZ12,TNXB,TP53,PDGFRB,SERPINF1,TRPS1,TWIST1,HOXA13,PIK3CA,HRAS,CYP7B1,CCR6,EIF2AK3,KDM6A,HSPB1,VCP,CNTN1,VDR,WNT1,WNT5A,BAG3,SIN3A,PPARG,CREBBP,CRKL,SLC30A7,CRYAB,CTGF,MAPK1,CTNNB1,IL17RD,MAP2K1,MAP2K2,HDAC4,IRF6,PTEN,ZEB2,PTHLH,JAK2,PTPN11,POGLUT1,RBM8A,TNFSF15,KRAS,HDAC6,KRT17,RASA1,RB1,L1CAM,LAMC2,SALL4,TBL1XR1,NLRP3,ZEB2-AS1,HMGA2,LMNA,MICALL2,EGFR,VANGL1,LOX,EP300,SMAD3,SMAD4
Human Phenotype	HP:0010461	Abnormality of the male genitalia	 	1.637E-8	8.828E-5	5.016E-7	4.600E-6	135	1146	EPHB2,SMC1A,ACTA2,ACTG2,MEG3,EZH2,F2,AXIN1,MET,SALL1,JAG1,KMT2A,CCL2,CCL3,AKT1,FGFR1,SPOP,FGFR2,CCL18,MAD2L2,TACC3,ALK,HOXB13,CXCL12,FOXC1,FLNA,FMR1,FERMT1,SHH,SKI,FAS,AR,RHOA,TP63,FSHR,ATM,SUFU,FZD2,MUC4,TRIM37,H19,KDM1A,MYC,SOX2,SOX3,SOX9,MYD88,EED,WWOX,HDAC8,GATA1,GATA6,NKX3-2,CCND1,BDNF,BMP2,PROM1,STK11,BMP4,GJB2,GPC3,BRCA1,BRAF,GLI2,SEMA4A,MAP3K7,NOTCH1,NOTCH2,NOTCH3,TCF4,SATB2,ZEB1,NEDD4L,NTRK3,ROR2,TWIST2,PSTPIP1,TERT,DICER1,TGFB1,TGFB2,TGFB3,TGFBR1,TGFBR2,SMC3,TLR4,SUZ12,CDC42,CDH1,TNXB,TP53,TP73,HIP1,CFTR,HNF4A,ALX4,TWIST1,HOXA13,PIK3CA,PIK3R1,HRAS,KDM6A,VHL,PRRX1,WNT5A,SIN3A,CREBBP,CRKL,MAPK1,CTNNB1,IL17RD,MAP2K1,MAP2K2,PROP1,IRF6,PTEN,ZEB2,CD82,PTPN11,KRAS,RARB,RB1,LAMC2,TBL1XR1,LEP,ZEB2-AS1,HMGA2,LMNA,LMNB1,EGFR,VANGL1,LOX,EPCAM,SMAD3,SMAD4
Human Phenotype	HP:0009733	Glioma	 	1.707E-8	9.207E-5	5.195E-7	4.764E-6	27	106	ERBB2,ERG,ACTA2,ETV1,ETV4,MDM2,EZH2,AKT1,FGFR1,TACC3,ALK,MYD88,NF2,TBXT,NTRK3,TP53,TSC1,TSC2,PIK3CA,VHL,MAP2K2,IL6,PTEN,RB1,RELA,EGFR,EPCAM
Human Phenotype	HP:0000831	Insulin-resistant diabetes mellitus	 	1.715E-8	9.246E-5	5.195E-7	4.764E-6	23	80	AXIN1,MET,AKT1,AKT2,FGFR1,H19,GATA6,STAT3,CAV1,TERT,TP53,HNF4A,PIK3CA,PIK3R1,HRAS,EIF2AK3,PPARG,CREBBP,CTNNB1,KRAS,LEP,HMGA2,LMNA
Human Phenotype	HP:0005927	Aplasia/hypoplasia involving bones of the hand	 	1.758E-8	9.480E-5	5.296E-7	4.857E-6	60	374	USP9X,SMC1A,JAG1,KMT2A,FGFR1,FGFR2,CCL18,MAD2L2,FLNA,FMR1,PPM1D,FERMT1,IKBKG,SHH,SKI,MTOR,TP63,SUFU,FZD2,H19,KDM1A,SOX2,SOX3,HDAC8,GATA1,BMP2,BMP4,GPC3,BRCA1,MAP3K7,NOTCH1,NOTCH2,ROR2,DDR2,TWIST2,RUNX2,TGFB2,SMC3,TRPS1,HOXA13,PIK3R1,EIF2AK3,KDM6A,WNT5A,SIN3A,CRKL,IGF1R,MAPK1,HDAC4,PTEN,PTHLH,RBM8A,KRAS,HDAC6,RB1,SALL4,TBL1XR1,HMGA2,LMNA,SMAD4
Human Phenotype	HP:0100886	Abnormality of globe location	 	1.869E-8	1.008E-4	5.600E-7	5.136E-6	100	768	ERG,USP9X,SMC1A,ACTA2,ETV1,ETV4,EZH2,JAG1,MITF,KMT2A,AKT1,FGFR1,FGFR2,MMP2,MAD2L2,FOXC1,FOXO1,FLNA,FMR1,SHH,SKI,RHOA,MSX2,MTOR,SUFU,FZD2,TRIM37,H19,MYC,SOX9,MYD88,EED,SRC,HDAC8,GATA1,GATA6,NKX3-2,STAT3,STIM1,BMP2,BMP4,GPC3,BRAF,GLI2,MAP3K7,NOTCH1,NOTCH2,TAZ,NOTCH3,TCF4,TCF3,ROR2,DDR2,TWIST2,RUNX2,CCND2,TGFB1,TGFB2,TGFB3,TGFBR1,TGFBR2,SUZ12,CDH1,TP53,PDGFRB,TRPS1,ALX4,TWIST1,PIK3CA,PIK3R1,HRAS,EIF2AK3,CNTN1,PRRX1,WNT5A,SIN3A,CREBBP,CRKL,MAPK1,MAP2K1,MAP2K2,PROP1,HDAC4,ITGA3,PTEN,ZEB2,PTPN11,DNMT3B,KRAS,ITCH,RB1,SALL4,TBL1XR1,NLRP3,ZEB2-AS1,HMGA2,LMNA,LOX,SMAD3,SMAD4
Human Phenotype	HP:0002239	Gastrointestinal hemorrhage	 	2.104E-8	1.134E-4	6.268E-7	5.748E-6	43	228	EPHB2,EZH2,F2,AXIN1,MET,CCL2,CCL3,AKT1,FGFR1,ALDOB,HOXB13,CXCL12,FAS,MYC,MYD88,GATA6,CCND1,STK11,BRCA1,BRAF,ADAM17,NOTCH1,PSTPIP1,TERT,TLR4,TNXB,TP53,TSC1,TSC2,PIK3CA,HRAS,PLA2G4A,CYP7B1,CREBBP,CTNNB1,PTEN,JAK2,PTPN11,TNFSF15,KRAS,HMGA2,EPCAM,SMAD4
Human Phenotype	HP:0010460	Abnormality of the female genitalia	 	2.132E-8	1.150E-4	6.310E-7	5.787E-6	109	865	EPHB2,ERBB2,ESR1,SMC1A,MDM2,EZH2,F2,AXIN1,MET,SALL1,KMT2A,CCL2,CCL3,AKT1,AKT2,FGFR1,FGFR2,CCL18,MAD2L2,TACC3,ALK,HOXB13,CXCL12,FMR1,SKI,FAS,AR,CEP164,RHOA,TP63,FSHR,SNAI2,ATM,SUFU,MUC4,H19,MYC,SOX3,SOX9,MYD88,WWOX,SRC,HDAC8,GATA1,GATA3,CCND1,BDNF,AURKA,BMP2,PROM1,STK11,BMP4,BRCA1,BRAF,NF2,GLI2,SEMA4A,NOTCH1,NTRK3,ROR2,TWIST2,CAV1,TERT,DICER1,TGFB1,TGFBR1,TGFBR2,SMC3,SERPINE1,SUZ12,CDH1,TNXB,TP53,PCSK1,CFTR,TRPS1,TSC1,TSC2,HNF4A,HOXA13,PIK3CA,HRAS,PLAU,VHL,WNT5A,PPARG,CREBBP,CAVIN1,CTNNB1,IL17RD,MAP2K1,PROP1,IRF6,PTEN,PTPN11,CXCR4,RBM8A,KRAS,RARB,RB1,SALL4,LEP,HMGA2,LMNA,EGFR,EPCAM,EP300,SMAD3,SMAD4
Human Phenotype	HP:0003270	Abdominal distention	 	2.145E-8	1.157E-4	6.310E-7	5.787E-6	38	188	ACTG2,AXIN1,MET,AKT1,FGFR1,FGFR2,FLNA,FSHR,MUC4,H19,MYC,GATA1,NKX3-2,STK11,BRCA1,BRAF,NTRK3,TERT,DICER1,TGFB1,CDH1,TP53,CFTR,PIK3CA,HRAS,VDR,CREBBP,CTNNB1,PROP1,PTEN,ZEB2,JAK2,TNFSF15,KRAS,KRT8,KRT18,ZEB2-AS1,HMGA2
Human Phenotype	HP:0002659	Increased susceptibility to fractures	 	2.153E-8	1.161E-4	6.310E-7	5.787E-6	42	220	EPHB2,ERG,ETV1,ETV4,AKT1,FGFR1,FGFR2,HOXB13,TNFSF11,DKK1,SOX9,MYD88,SPARC,GATA1,CCND1,TNFRSF11A,STAT3,BRCA1,BRAF,SQSTM1,NOTCH2,NTRK3,CAV1,RUNX2,TERT,TGFB1,TP53,SERPINF1,SLC9A3R1,PIK3CA,HRAS,EIF2AK3,VDR,WNT1,PPARG,CTNNB1,IL17RD,PTEN,PTPN11,WNT3A,KRAS,RB1
Human Phenotype	HP:0000822	Hypertension	 	2.280E-8	1.230E-4	6.646E-7	6.095E-6	81	577	EPHB2,SPRY2,ACTA2,ACTN4,MEF2A,AXIN1,MET,AGTR1,CCL2,CCL3,AKT1,FGFR1,FGFR2,TACC3,ALK,HOXB13,CXCL12,CUL3,FMR1,FN1,FAS,CEP164,MUC1,MUC4,H19,MYC,CCND1,STAT1,GPC3,BRCA1,BRAF,C3,NME1,NOTCH1,NOTCH2,NOTCH3,TCF4,NTRK3,CAV1,PSTPIP1,TERT,CLDN1,TGFB1,TGFB2,TGFB3,TGFBR1,TGFBR2,THBD,TLR4,PAX2,CDH1,TP53,CFTR,TSC1,TSC2,ALX4,PIK3CA,PKD1,HRAS,CCR6,VHL,PPARG,CREBBP,CTGF,CTNNB1,IL6,NEUROG3,CYP3A5,PTEN,JAK2,PTPN11,TNFSF15,KRAS,RELA,HMGA2,LMNA,EGFR,VANGL1,LOX,SMAD3,SMAD4
Human Phenotype	HP:0000098	Tall stature	 	2.659E-8	1.434E-4	7.710E-7	7.070E-6	44	238	EPHB2,ESR1,ACTA2,EZH2,AXIN1,MET,AKT1,AKT2,FGFR1,HOXB13,FMR1,MUC4,H19,SOX9,MYD88,EED,CCND1,GPC3,BRCA1,BRAF,TERT,TGFB1,TGFB2,TGFB3,TGFBR1,TGFBR2,SUZ12,TP53,PDGFRB,CFTR,HNF4A,PIK3CA,UCP2,HRAS,VHL,CREBBP,CTNNB1,PTEN,PTPN11,KRAS,HMGA2,LMNA,LOX,SMAD3
Human Phenotype	HP:0008366	Contractures involving the joints of the feet	 	2.740E-8	1.478E-4	7.902E-7	7.246E-6	36	174	ACTG2,EZH2,FGFR2,MMP2,FHL1,FLNA,FERMT1,IKBKG,SHH,SKI,SOX9,EED,BMP4,GJB1,GPC3,MAP3K7,ROR2,TWIST2,CAV1,TGFBR1,TGFBR2,SUZ12,TRPS1,HRAS,CCR6,WNT5A,SIN3A,CRKL,CTGF,MAPK1,ZEB2,L1CAM,LAMC2,NLRP3,ZEB2-AS1,LMNA
Human Phenotype	HP:0000256	Macrocephaly	 	2.886E-8	1.556E-4	8.250E-7	7.566E-6	69	463	EPHB2,ESR1,EZH2,AXIN1,MET,MITF,AKT1,AKT2,FGFR1,FGFR2,HOXB13,FMR1,NUBPL,MSX2,TNFSF11,MTOR,SUFU,MUC4,TRIM37,H19,KDM1A,SOX9,EED,NKX3-2,BMP2,GPC3,BRCA1,BRAF,NOTCH2,ROR2,RUNX2,TERT,CCND2,TGFB1,SUZ12,TP53,PDGFRB,CFTR,TSC1,TSC2,HNF4A,TWIST1,PIK3CA,UCP2,HRAS,WNT5A,CREBBP,SLC30A7,CTNNB1,MAP2K1,MAP2K2,IL6,HDAC4,PTEN,PTHLH,PTPN11,DNMT3B,KRAS,ITCH,HDAC6,L1CAM,EDN1,NLRP3,HMGA2,LMNA,MICALL2,EGFR,EP300,FBXW7
Human Phenotype	HP:0009381	Short finger	 	2.896E-8	1.562E-4	8.250E-7	7.566E-6	41	214	SMC1A,JAG1,KMT2A,FGFR1,FGFR2,MAD2L2,FLNA,SKI,MTOR,SUFU,FZD2,H19,KDM1A,SOX2,SOX3,HDAC8,GATA1,BMP2,BMP4,GPC3,BRCA1,MAP3K7,NOTCH1,NOTCH2,ROR2,RUNX2,SMC3,TRPS1,HOXA13,EIF2AK3,KDM6A,WNT5A,SIN3A,CRKL,MAPK1,PTHLH,SALL4,TBL1XR1,HMGA2,LMNA,SMAD4
Human Phenotype	HP:0002960	Autoimmunity	 	2.907E-8	1.568E-4	8.250E-7	7.566E-6	81	580	EPHB2,ERBB2,ACTA2,EZH2,F2,AXIN1,MET,YAP1,CCL2,CCL3,AKT1,FGFR1,MMP2,MAD2L2,TACC3,ALK,HOXB13,CXCL12,ANG,FAS,RHOA,FOXD3,TBK1,FSHR,ATM,MUC4,H19,MYB,MYC,MYD88,TNFSF12,GATA1,GATA6,CCND1,STAT1,STAT3,STIM1,STK11,PPARGC1A,GPC3,BRCA1,BRAF,SQSTM1,NFKB1,MAP3K7,TCF4,TCF3,NTRK3,CAV1,PSTPIP1,TERT,TGFB1,RASSF1,TLR4,TP53,TP73,CFTR,PIK3CA,PIK3R1,HRAS,CCR6,VCP,VHL,WWTR1,CREBBP,CTGF,CTNNB1,MAP2K1,IL6,PTEN,JAK2,PTPN11,TNFSF15,KRAS,ITCH,RB1,LMNA,EGFR,ROCK1,EPCAM,SMAD3
Human Phenotype	HP:0040194	Increased head circumference	 	3.159E-8	1.703E-4	8.918E-7	8.178E-6	69	464	EPHB2,ESR1,EZH2,AXIN1,MET,MITF,AKT1,AKT2,FGFR1,FGFR2,HOXB13,FMR1,NUBPL,MSX2,TNFSF11,MTOR,SUFU,MUC4,TRIM37,H19,KDM1A,SOX9,EED,NKX3-2,BMP2,GPC3,BRCA1,BRAF,NOTCH2,ROR2,RUNX2,TERT,CCND2,TGFB1,SUZ12,TP53,PDGFRB,CFTR,TSC1,TSC2,HNF4A,TWIST1,PIK3CA,UCP2,HRAS,WNT5A,CREBBP,SLC30A7,CTNNB1,MAP2K1,MAP2K2,IL6,HDAC4,PTEN,PTHLH,PTPN11,DNMT3B,KRAS,ITCH,HDAC6,L1CAM,EDN1,NLRP3,HMGA2,LMNA,MICALL2,EGFR,EP300,FBXW7
Human Phenotype	HP:0009485	Radial deviation of the hand or of fingers of the hand	 	3.213E-8	1.733E-4	9.026E-7	8.277E-6	52	308	SMC1A,EZH2,SALL1,JAG1,KMT2A,AKT1,FGFR1,FGFR2,MAD2L2,FLNA,SHH,SKI,TP63,H19,KDM1A,EED,HDAC8,GATA1,GATA6,STAT3,BMP2,BMP4,GPC3,BRAF,NOTCH1,SATB2,ROR2,RUNX2,SMC3,SUZ12,TRPS1,TWIST1,HOXA13,PIK3R1,WNT5A,SIN3A,CREBBP,CRKL,IGF1,IGF1R,MAPK1,MAP2K2,HDAC4,PTEN,PTPN11,RBM8A,KRAS,RB1,L1CAM,SALL4,HMGA2,SMAD4
Human Phenotype	HP:0009919	Retinoblastoma	 	3.371E-8	1.818E-4	9.372E-7	8.594E-6	38	191	EPHB2,ERG,ETV1,ETV4,MDM2,EZH2,AXIN1,MET,AKT1,FGFR1,TACC3,ALK,HOXB13,RHOA,ATM,H19,MYB,MYC,MYD88,GATA1,CCND1,PROM1,GPC3,BRCA1,BRAF,SEMA4A,NTRK3,TERT,TP53,PIK3CA,HRAS,CREBBP,CTNNB1,MAP2K1,PTPN11,KRAS,RB1,EGFR
