##Databases: PANTHER, KEGG PATHWAY, Reactome, BioCyc
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
Cytosolic DNA-sensing pathway	KEGG PATHWAY	hsa04623	7	64	0.00180206066471	0.0044415321145	8517|6352|3569|29110|5970|4790|4792	http://www.genome.jp/kegg-bin/show_pathway?hsa04623/hsa:29110%09red/hsa:3569%09red/hsa:8517%09red/hsa:4792%09red/hsa:4790%09red/hsa:5970%09red/hsa:6352%09red
PKMTs methylate histone lysines	Reactome	R-HSA-3214841	7	64	0.00180206066471	0.0044415321145	23512|9869|2146|8726|387893|80854|10919	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3214841
Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	Reactome	R-HSA-1234176	4	18	0.0018645604613	0.00455815187689	7428|2034|112399|3091	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1234176
Cell-extracellular matrix interactions	Reactome	R-HSA-446353	4	18	0.0018645604613	0.00455815187689	2316|3611|55742|3688	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-446353
Regulation of gene expression in beta cells	Reactome	R-HSA-210745	4	18	0.0018645604613	0.00455815187689	208|4825|207|3170	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-210745
Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon	Reactome	R-HSA-936964	4	18	0.0018645604613	0.00455815187689	929|29110|5781|7099	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-936964
TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest	Reactome	R-HSA-6804114	4	18	0.0018645604613	0.00455815187689	7157|3276|2033|6790	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6804114
RHO GTPases activate IQGAPs	Reactome	R-HSA-5626467	5	32	0.00201683680895	0.00491440267895	6249|5879|999|998|1499	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5626467
TP53 Regulates Transcription of Cell Cycle Genes	Reactome	R-HSA-6791312	6	48	0.00205515963637	0.00499966712187	1026|6790|7157|3276|2033|1869	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6791312
Release of Hh-Np from the secreting cell	Reactome	R-HSA-5362798	3	8	0.00210800690157	0.00509519864614	6469|6868|57758	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5362798
FGFR1c ligand binding and activation	Reactome	R-HSA-190373	3	8	0.00210800690157	0.00509519864614	2246|2247|2254	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-190373
Sema4D mediated inhibition of cell attachment and migration	Reactome	R-HSA-416550	3	8	0.00210800690157	0.00509519864614	5879|4233|387	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-416550
AMPK inhibits chREBP transcriptional activation activity	Reactome	R-HSA-163680	3	8	0.00210800690157	0.00509519864614	9370|6794|5563	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-163680
Signaling by Hippo	Reactome	R-HSA-2028269	4	19	0.00221355686572	0.00534171841712	7082|10413|1856|25937	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2028269
Cocaine addiction	KEGG PATHWAY	hsa05030	6	49	0.00225957989203	0.00544402795816	627|1020|1385|3725|5970|4790	http://www.genome.jp/kegg-bin/show_pathway?hsa05030/hsa:3725%09red/hsa:1020%09red/hsa:1385%09red/hsa:4790%09red/hsa:5970%09red/hsa:627%09red
Regulation of RAS by GAPs	Reactome	R-HSA-5658442	7	68	0.00247221817939	0.0059467940501	10197|3265|5921|153090|9462|3845|8452	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5658442
HDMs demethylate histones	Reactome	R-HSA-3214842	6	50	0.00247894034722	0.00595342313788	23135|23028|5927|10765|7403|23030	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3214842
Cell Cycle Checkpoints	Reactome	R-HSA-69620	13	200	0.00252057178468	0.00604373522174	10197|1026|7158|7157|4194|4193|3014|472|672|9025|7534|51720|7532	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69620
Ovarian tumor domain proteases	Reactome	R-HSA-5689896	5	34	0.00255857409319	0.00612154843663	7157|8517|7415|2099|387	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5689896
Class B/2 (Secretin family receptors)	Reactome	R-HSA-373080	8	88	0.00256118082492	0.00612154843663	6469|89780|133|5744|7471|8324|7474|2535	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-373080
Cyclin E associated events during G1/S transition 	Reactome	R-HSA-69202	7	69	0.00266632982489	0.00636273619581	10197|1026|595|6502|6500|5925|4609	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69202
Netrin mediated repulsion signals	Reactome	R-HSA-418886	3	9	0.00275952436045	0.00649223521165	9423|5781|5747	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-418886
FGFR2c ligand binding and activation	Reactome	R-HSA-190375	3	9	0.00275952436045	0.00649223521165	2246|2247|2254	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-190375
FGFR3 mutant receptor activation	Reactome	R-HSA-2033514	3	9	0.00275952436045	0.00649223521165	2246|2247|2254	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2033514
Signaling by activated point mutants of FGFR3	Reactome	R-HSA-1839130	3	9	0.00275952436045	0.00649223521165	2246|2247|2254	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1839130
CHL1 interactions	Reactome	R-HSA-447041	3	9	0.00275952436045	0.00649223521165	3673|8829|3688	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-447041
FGFR3c ligand binding and activation	Reactome	R-HSA-190372	3	9	0.00275952436045	0.00649223521165	2246|2247|2254	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-190372
RHO GTPases Activate Rhotekin and Rhophilins	Reactome	R-HSA-5666185	3	9	0.00275952436045	0.00649223521165	388|389|387	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5666185
FGFR3 ligand binding and activation	Reactome	R-HSA-190239	3	9	0.00275952436045	0.00649223521165	2246|2247|2254	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-190239
GP1b-IX-V activation signalling	Reactome	R-HSA-430116	3	9	0.00275952436045	0.00649223521165	2316|7534|5295	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-430116
African trypanosomiasis	KEGG PATHWAY	hsa05143	5	35	0.00286572718293	0.00671054056409	7124|3569|4615|355|5578	http://www.genome.jp/kegg-bin/show_pathway?hsa05143/hsa:7124%09red/hsa:3569%09red/hsa:355%09red/hsa:4615%09red/hsa:5578%09red
Synthesis of PIPs at the plasma membrane	Reactome	R-HSA-1660499	5	35	0.00286572718293	0.00671054056409	8503|8821|5295|5728|5290	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1660499
Antigen activates B Cell Receptor (BCR) leading to generation of second messengers	Reactome	R-HSA-983695	5	35	0.00286572718293	0.00671054056409	868|5295|4067|5777|6786	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-983695
Cyclin A:Cdk2-associated events at S phase entry	Reactome	R-HSA-69656	7	70	0.00287192560177	0.00671457995056	10197|1026|595|6502|6500|5925|4609	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69656
Cargo recognition for clathrin-mediated endocytosis	Reactome	R-HSA-8856825	8	90	0.00291263217444	0.00679916157672	1129|1080|1856|1956|1950|185|7474|408	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8856825
Antigen processing: Ubiquitination & Proteasome degradation	Reactome	R-HSA-983168	17	307	0.00301819239188	0.00703463785748	23327|868|6500|8945|55294|10197|6502|64750|6477|4591|83737|81559|6478|8452|9021|9690|7428	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-983168
NOTCH2 Activation and Transmission of Signal to the Nucleus	Reactome	R-HSA-2979096	4	21	0.00304155378834	0.00704532752514	182|102|1272|4853	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2979096
Nephrin interactions	Reactome	R-HSA-373753	4	21	0.00304155378834	0.00704532752514	9863|5295|81|5290	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-373753
CTLA4 inhibitory signaling	Reactome	R-HSA-389513	4	21	0.00304155378834	0.00704532752514	208|4067|207|5781	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-389513
Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	Reactome	R-HSA-381426	4	21	0.00304155378834	0.00704532752514	2147|4312|4313|3479	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-381426
PPAR signaling pathway	KEGG PATHWAY	hsa03320	7	72	0.00331932308118	0.0076768935976	10062|3611|4312|948|9370|51129|5468	http://www.genome.jp/kegg-bin/show_pathway?hsa03320/hsa:10062%09red/hsa:9370%09red/hsa:4312%09red/hsa:948%09red/hsa:3611%09red/hsa:51129%09red/hsa:5468%09red
Activation of PPARGC1A (PGC-1alpha) by phosphorylation	Reactome	R-HSA-2151209	3	10	0.00352217870669	0.00812102955261	10891|1432|5563	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2151209
Regulated proteolysis of p75NTR	Reactome	R-HSA-193692	3	10	0.00352217870669	0.00812102955261	4790|5970|6868	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-193692
Metalloprotease DUBs	Reactome	R-HSA-5689901	5	37	0.00355853787032	0.00819227813397	114548|51720|8850|2033|672	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5689901
Membrane Trafficking	Reactome	R-HSA-199991	25	537	0.00357624053087	0.00822042425242	1129|1080|23265|7039|2801|1523|1856|5563|185|7534|7474|7532|207|2705|208|2706|60412|1956|1950|5321|7082|339122|3092|408|5879	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-199991
G1/S Transition	Reactome	R-HSA-69206	9	115	0.00362987620112	0.00833095440043	10197|1026|595|7298|6502|6500|5925|4609|1869	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69206
G2/M Transition	Reactome	R-HSA-69275	12	185	0.00368192173097	0.00843750308119	10197|1026|84962|6790|7157|6500|2305|2033|8945|4605|22897|7532	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69275
PD-1 signaling	Reactome	R-HSA-389948	4	23	0.00405896876118	0.00927323000081	29126|5133|5781|5777	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-389948
mTORC1-mediated signalling	Reactome	R-HSA-166208	4	23	0.00405896876118	0.00927323000081	1977|2475|6198|1981	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-166208
Vesicle-mediated transport	Reactome	R-HSA-5653656	26	573	0.00414244413209	0.0094495572071	1129|1080|23265|7039|2801|1523|1856|5563|185|7534|7474|7532|207|2705|208|2706|60412|1956|1950|5321|7082|948|339122|3092|408|5879	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5653656
FGFR1 ligand binding and activation	Reactome	R-HSA-190242	3	11	0.00440140080344	0.00996455898335	2246|2247|2254	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-190242
Signaling by NOTCH4	Reactome	R-HSA-1980150	3	11	0.00440140080344	0.00996455898335	182|102|4855	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1980150
ERBB2 Activates PTK6 Signaling	Reactome	R-HSA-8847993	3	11	0.00440140080344	0.00996455898335	1956|2064|1950	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8847993
CD28 dependent Vav1 pathway	Reactome	R-HSA-389359	3	11	0.00440140080344	0.00996455898335	5879|5058|998	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-389359
Signaling by NOTCH3	Reactome	R-HSA-1980148	3	11	0.00440140080344	0.00996455898335	182|102|4854	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1980148
TNFR2 non-canonical NF-kB pathway	Reactome	R-HSA-5668541	8	97	0.00444617263626	0.0100356468075	10197|8945|8600|6500|8742|9966|8792|7124	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5668541
Amyloid fiber formation	Reactome	R-HSA-977225	8	97	0.00444617263626	0.0100356468075	6478|2934|6477|4878|3014|3015|5045|8239	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-977225
RAF activation	Reactome	R-HSA-5673000	4	24	0.00464452088178	0.0104676063717	3845|3717|3265|673	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5673000
CLEC7A (Dectin-1) signaling	Reactome	R-HSA-5607764	8	100	0.00526695031517	0.0118526123284	8517|8945|10197|6500|6885|5970|4790|4792	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5607764
Spry regulation of FGF signaling	Reactome	R-HSA-1295596	3	12	0.00540201185128	0.0120661008761	10253|5781|673	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1295596
p38MAPK events	Reactome	R-HSA-171007	3	12	0.00540201185128	0.0120661008761	3265|3845|1432	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-171007
Downregulation of ERBB2:ERBB3 signaling	Reactome	R-HSA-1358803	3	12	0.00540201185128	0.0120661008761	208|2064|207	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1358803
ERKs are inactivated	Reactome	R-HSA-202670	3	12	0.00540201185128	0.0120661008761	5598|5595|5594	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-202670
Activation of the TFAP2 (AP-2) family of transcription factors	Reactome	R-HSA-8866907	3	12	0.00540201185128	0.0120661008761	1387|2033|51741	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8866907
Degradation of GLI1 by the proteasome	Reactome	R-HSA-5610780	6	60	0.00564474983071	0.012570874623	2735|8945|10197|6500|83737|51684	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5610780
Degradation of GLI2 by the proteasome	Reactome	R-HSA-5610783	6	60	0.00564474983071	0.012570874623	10197|2736|8945|6500|2932|51684	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5610783
TNF signaling	Reactome	R-HSA-75893	5	42	0.00580357387178	0.0128863378425	8517|7124|6885|6868|10399	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-75893
Phospholipase C-mediated cascade; FGFR3	Reactome	R-HSA-5654227	5	42	0.00580357387178	0.0128863378425	5578|1385|2246|2247|2254	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654227
UCH proteinases	Reactome	R-HSA-5689603	8	102	0.00587519245781	0.013026091402	4092|3607|10197|7347|7046|7040|86|7048	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5689603
WNT ligand biogenesis and trafficking	Reactome	R-HSA-3238698	4	26	0.00598035621434	0.0132396971648	89780|7474|81029|7471	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3238698
p75NTR recruits signalling complexes	Reactome	R-HSA-209543	3	13	0.00652825676396	0.0143468717463	8878|5584|4615	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-209543
Regulation of KIT signaling	Reactome	R-HSA-1433559	3	13	0.00652825676396	0.0143468717463	4067|5777|5578	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1433559
Dissolution of Fibrin Clot	Reactome	R-HSA-75205	3	13	0.00652825676396	0.0143468717463	5054|302|5328	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-75205
Passive transport by Aquaporins	Reactome	R-HSA-432047	3	13	0.00652825676396	0.0143468717463	366|362|360	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-432047
TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest	Reactome	R-HSA-6804116	3	13	0.00652825676396	0.0143468717463	7157|1869|1026	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6804116
Opioid Signalling	Reactome	R-HSA-111885	7	83	0.00679416405174	0.014909415558	5594|5578|5443|5321|1385|4988|1020	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-111885
Phospholipase C-mediated cascade: FGFR1	Reactome	R-HSA-5654219	5	44	0.00693114779168	0.0151679373095	5578|1385|2246|2247|2254	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654219
S Phase	Reactome	R-HSA-69242	9	128	0.00693218187498	0.0151679373095	10197|1026|595|9126|6502|6500|5925|4609|8243	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69242
p53-Dependent G1/S DNA damage checkpoint	Reactome	R-HSA-69580	6	64	0.00750348237665	0.0163702428014	10197|1026|7157|4194|4193|472	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69580
p53-Dependent G1 DNA Damage Response	Reactome	R-HSA-69563	6	64	0.00750348237665	0.0163702428014	10197|1026|7157|4194|4193|472	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69563
p130Cas linkage to MAPK signaling for integrins	Reactome	R-HSA-372708	3	14	0.00778383611042	0.016883725436	5747|2335|1398	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-372708
Signal regulatory protein (SIRP) family interactions	Reactome	R-HSA-391160	3	14	0.00778383611042	0.016883725436	5781|5777|5747	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-391160
TRAF3-dependent IRF activation pathway	Reactome	R-HSA-918233	3	14	0.00778383611042	0.016883725436	29110|1387|2033	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-918233
Attenuation phase	Reactome	R-HSA-3371568	3	14	0.00778383611042	0.016883725436	1387|3297|2033	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3371568
Calcium signaling pathway	KEGG PATHWAY	hsa04020	11	180	0.00796501276538	0.0172517808959	5159|1129|56413|8877|5578|6786|1956|185|2064|57620|2149	http://www.genome.jp/kegg-bin/show_pathway?hsa04020/hsa:2149%09red/hsa:5578%09red/hsa:57620%09red/hsa:56413%09red/hsa:5159%09red/hsa:6786%09red/hsa:2064%09red/hsa:1129%09red/hsa:8877%09red/hsa:1956%09red/hsa:185%09red
CREB phosphorylation through the activation of Ras	Reactome	R-HSA-442742	4	29	0.00842679075786	0.01820866394	1385|3265|5594|673	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-442742
Negative epigenetic regulation of rRNA expression	Reactome	R-HSA-5250941	8	109	0.00843106025205	0.01820866394	1789|3014|3015|23411|3066|3065|1786|25942	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5250941
G1/S DNA Damage Checkpoints	Reactome	R-HSA-69615	6	66	0.00858206475188	0.0185081597594	10197|1026|7157|4194|4193|472	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69615
Clathrin-mediated endocytosis	Reactome	R-HSA-8856828	9	133	0.00868337018661	0.018699768508	1129|1080|1856|3092|1956|1950|185|7474|408	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8856828
Phospholipase C-mediated cascade; FGFR2	Reactome	R-HSA-5654221	5	47	0.00889646499105	0.019103854008	5578|1385|2246|2247|2254	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654221
superpathway of conversion of glucose to acetyl CoA and entry into the TCA cycle	BioCyc	PWY66-407	5	47	0.00889646499105	0.019103854008	2597|3099|2821|229|2023	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY66-407
Collagen formation	Reactome	R-HSA-1474290	7	88	0.00905253089624	0.0193902492291	977|4314|4318|4017|4015|3918|1514	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1474290
Glycolysis / Gluconeogenesis	KEGG PATHWAY	hsa00010	6	67	0.00916105038153	0.0193902492291	2597|2203|229|2023|3099|2821	http://www.genome.jp/kegg-bin/show_pathway?hsa00010/hsa:2023%09red/hsa:229%09red/hsa:2597%09red/hsa:3099%09red/hsa:2821%09red/hsa:2203%09red
Diseases associated with O-glycosylation of proteins	Reactome	R-HSA-3906995	6	67	0.00916105038153	0.0193902492291	4585|4855|4854|4853|4851|4582	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3906995
S37 mutants of beta-catenin aren't phosphorylated	Reactome	R-HSA-5358749	3	15	0.00917193667732	0.0193902492291	1499|2932|8312	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5358749
S45 mutants of beta-catenin aren't phosphorylated	Reactome	R-HSA-5358751	3	15	0.00917193667732	0.0193902492291	1499|2932|8312	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5358751
phosphorylation site mutants of CTNNB1 are not targeted to the proteasome by the destruction complex	Reactome	R-HSA-4839743	3	15	0.00917193667732	0.0193902492291	1499|2932|8312	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4839743
T41 mutants of beta-catenin aren't phosphorylated	Reactome	R-HSA-5358752	3	15	0.00917193667732	0.0193902492291	1499|2932|8312	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5358752
S33 mutants of beta-catenin aren't phosphorylated	Reactome	R-HSA-5358747	3	15	0.00917193667732	0.0193902492291	1499|2932|8312	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5358747
Platelet Adhesion to exposed collagen	Reactome	R-HSA-75892	3	15	0.00917193667732	0.0193902492291	3673|3688|4067	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-75892
WNT5A-dependent internalization of FZD4	Reactome	R-HSA-5099900	3	15	0.00917193667732	0.0193902492291	7474|1856|5578	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5099900
Ligand-dependent caspase activation	Reactome	R-HSA-140534	3	15	0.00917193667732	0.0193902492291	929|8743|7099	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-140534
TNFR1-induced NFkappaB signaling pathway	Reactome	R-HSA-5357956	4	30	0.0093679704762	0.0197213515916	8517|7124|6885|10399	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5357956
Ca-dependent events	Reactome	R-HSA-111996	4	30	0.0093679704762	0.0197213515916	1385|5578|5594|5321	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-111996
FGFR2 mutant receptor activation	Reactome	R-HSA-1839126	4	30	0.0093679704762	0.0197213515916	2263|2246|2247|2254	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1839126
Serotonergic synapse	KEGG PATHWAY	hsa04726	8	112	0.00975016492459	0.020476058708	5595|5594|5578|673|5743|3265|5321|3845	http://www.genome.jp/kegg-bin/show_pathway?hsa04726/hsa:5578%09red/hsa:5595%09red/hsa:5594%09red/hsa:5321%09red/hsa:673%09red/hsa:3845%09red/hsa:3265%09red/hsa:5743%09red
ISG15 antiviral mechanism	Reactome	R-HSA-1169408	6	68	0.0097673937608	0.020476058708	5595|1981|5300|3838|6772|1977	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1169408
Antiviral mechanism by IFN-stimulated genes	Reactome	R-HSA-1169410	6	68	0.0097673937608	0.020476058708	5595|1981|5300|3838|6772|1977	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1169410
Diseases of glycosylation	Reactome	R-HSA-3781865	9	136	0.00988389197475	0.020691383339	2719|6382|4585|1464|4855|4854|4853|4851|4582	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3781865
Hedgehog 'off' state	Reactome	R-HSA-5610787	8	113	0.0102221956816	0.0213697990503	2735|2736|8945|10197|6500|2932|83737|51684	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5610787
Nonhomologous End-Joining (NHEJ)	Reactome	R-HSA-5693571	6	69	0.0104017568548	0.021714933295	7158|672|472|3014|9025|51720	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5693571
Interferon gamma signaling	Reactome	R-HSA-877300	7	91	0.0106467944654	0.0221428776791	3717|960|3394|55223|5781|9021|5777	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-877300
Polo-like kinase mediated events	Reactome	R-HSA-156711	3	16	0.0106952607044	0.0221428776791	2305|4605|2033	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-156711
FGFR2 ligand binding and activation	Reactome	R-HSA-190241	3	16	0.0106952607044	0.0221428776791	2246|2247|2254	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-190241
Beta-catenin phosphorylation cascade	Reactome	R-HSA-196299	3	16	0.0106952607044	0.0221428776791	2932|10023|8312	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-196299
TRAF6 mediated induction of TAK1 complex	Reactome	R-HSA-937072	3	16	0.0106952607044	0.0221428776791	929|6885|7099	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-937072
Sema3A PAK dependent Axon repulsion	Reactome	R-HSA-399954	3	16	0.0106952607044	0.0221428776791	8829|5879|5058	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-399954
SUMOylation of DNA damage response and repair proteins	Reactome	R-HSA-3108214	6	70	0.0110647934574	0.0228763842694	142|7703|9126|672|8243|648	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3108214
IRS activation	Reactome	R-HSA-74713	2	5	0.011677772122	0.023815673852	8660|3667	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-74713
Hyaluronan biosynthesis and export	Reactome	R-HSA-2142850	2	5	0.011677772122	0.023815673852	3037|57214	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2142850
FGFR1b ligand binding and activation	Reactome	R-HSA-190370	2	5	0.011677772122	0.023815673852	2246|2247	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-190370
Fructose catabolism	Reactome	R-HSA-70350	2	5	0.011677772122	0.023815673852	216|229	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-70350
