##Databases: KEGG DISEASE, OMIM, NHGRI GWAS Catalog
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink

--------------------

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
Cutaneous malignant melanoma	NHGRI GWAS Catalog		4	22	0.00352540579283	0.0175977009751	999|1545|9314|595	None
Corneal structure	NHGRI GWAS Catalog		5	37	0.00355853787032	0.0175977009751	4088|8553|2254|79718|7082	None
Immune response to smallpox vaccine (IL-6)	NHGRI GWAS Catalog		5	37	0.00355853787032	0.0175977009751	861|998|4052|5588|9462	None
PR interval	NHGRI GWAS Catalog		4	23	0.00405896876118	0.0199358873848	9645|604|6660|857	None
Axial length	NHGRI GWAS Catalog		6	56	0.00414690744223	0.0202301836033	55290|8914|8091|27165|51561|650	None
Acute myeloid leukemia (AML)	KEGG DISEASE	H00003	3	11	0.00440140080344	0.0210451084774	861|1050|3845	http://www.genome.jp/dbget-bin/www_bget?H00003
Allograft rejection	KEGG DISEASE	H00083	3	11	0.00440140080344	0.0210451084774	7124|7040|7042	http://www.genome.jp/dbget-bin/www_bget?H00083
QT interval (interaction)	NHGRI GWAS Catalog		3	11	0.00440140080344	0.0210451084774	6098|1387|894	None
Optic cup area	NHGRI GWAS Catalog		4	24	0.00464452088178	0.0217749615367	2202|652|650|6299	None
Molybdenum levels	NHGRI GWAS Catalog		4	24	0.00464452088178	0.0217749615367	5915|23411|51741|1871	None
QRS duration	NHGRI GWAS Catalog		4	24	0.00464452088178	0.0217749615367	9421|1026|26018|22943	None
Pulmonary function	NHGRI GWAS Catalog		6	58	0.00485351454386	0.0226079838753	7145|5915|7042|177|51741|9759	None
Deafness, autosomal dominant	KEGG DISEASE	H00604	4	25	0.00528427143297	0.0238452748413	6495|79977|2706|407053	http://www.genome.jp/dbget-bin/www_bget?H00604
Periodontal disease-related phenotypes	NHGRI GWAS Catalog		4	25	0.00528427143297	0.0238452748413	594842|3037|579|1000	None
Basal cell carcinoma	NHGRI GWAS Catalog		4	25	0.00528427143297	0.0238452748413	7157|7015|23569|2625	None
Hodgkin's lymphoma	NHGRI GWAS Catalog		3	12	0.00540201185128	0.0239279297952	6929|4602|2625	None
Response to anti-retroviral therapy (ddI/d4T) in HIV-1 infection (Grade 3 peripheral neuropathy)	NHGRI GWAS Catalog		3	12	0.00540201185128	0.0239279297952	6387|2492|26018	None
Visceral fat	NHGRI GWAS Catalog		5	43	0.0063498274499	0.0279547281636	7088|27122|8038|7161|157310	None
Bone mineral density (paediatric, total body less head)	NHGRI GWAS Catalog		3	13	0.00652825676396	0.0283939842384	8600|10447|5744	None
Esophageal squamous cell carcinoma	NHGRI GWAS Catalog		3	13	0.00652825676396	0.0283939842384	7157|861|7494	None
Stroke	NHGRI GWAS Catalog		4	27	0.00673483352137	0.0291170646852	366|9645|4488|2625	None
Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)	NHGRI GWAS Catalog		5	45	0.00754864000192	0.0318042744873	6925|4916|2023|9759|9448	None
Myelodysplastic syndrome	KEGG DISEASE	H01481	3	14	0.00778383611042	0.0318042744873	7157|861|3717	http://www.genome.jp/dbget-bin/www_bget?H01481
Inherited thrombophilia	KEGG DISEASE	H00223	3	14	0.00778383611042	0.0318042744873	2147|5054|7056	http://www.genome.jp/dbget-bin/www_bget?H00223
AIDS, resistance to	OMIM	609423	3	14	0.00778383611042	0.0318042744873	6348|6387|6347	http://omim.org/entry/609423
Oppositional defiant disorder in attention-deficit hyperactivity disorder	NHGRI GWAS Catalog		3	14	0.00778383611042	0.0318042744873	5915|6660|8038	None
Red blood cell count	NHGRI GWAS Catalog		3	14	0.00778383611042	0.0318042744873	894|7015|4602	None
Atrial fibrillation	NHGRI GWAS Catalog		3	14	0.00778383611042	0.0318042744873	857|4878|5396	None
@@Atrial fibrillation	KEGG DISEASE	H00731	1	8	0.200702688485	0.277069485824	4878	http://www.genome.jp/dbget-bin/www_bget?H00731
Percentage gas trapping	NHGRI GWAS Catalog		3	14	0.00778383611042	0.0318042744873	177|9423|6667	None
Obesity-related traits	NHGRI GWAS Catalog		29	696	0.00779689277597	0.0318042744873	23531|50855|1871|7039|2099|11167|9839|6286|7077|7249|7099|650|9462|2113|57144|7291|894|2203|729230|9863|4602|3037|355|8839|4855|1387|6198|57620|1000	None
Adiponectin levels	NHGRI GWAS Catalog		4	29	0.00842679075786	0.0339896252915	2263|3667|7422|9370	None
Bronchopulmonary dysplasia	NHGRI GWAS Catalog		4	29	0.00842679075786	0.0339896252915	79977|9863|6695|7227	None
Blood pressure	NHGRI GWAS Catalog		7	87	0.00856222455969	0.0343440340672	133|407033|182|829|5781|4856|6364	None
Macular degeneration	KEGG DISEASE	H00821	3	15	0.00917193667732	0.0359898819621	8842|718|7099	http://www.genome.jp/dbget-bin/www_bget?H00821
Post-traumatic stress disorder (asjusted for relatedness)	NHGRI GWAS Catalog		3	15	0.00917193667732	0.0359898819621	5578|7227|10397	None
Glaucoma (primary open-angle)	NHGRI GWAS Catalog		3	15	0.00917193667732	0.0359898819621	6495|857|23365	None
Sexual dimorphism in anthropometric traits	NHGRI GWAS Catalog		3	15	0.00917193667732	0.0359898819621	5468|3667|7422	None
Waist-to-hip ratio adjusted for body mass index	NHGRI GWAS Catalog		6	68	0.0097673937608	0.0381192340286	1050|596|7422|650|5468|2247	None
Fasting glucose-related traits (interaction with BMI)	NHGRI GWAS Catalog		4	31	0.0103749375363	0.0398682317232	3170|1112|5122|5629	None
Periodontal microbiota	NHGRI GWAS Catalog		4	31	0.0103749375363	0.0398682317232	860|153090|7227|115426	None
Breast size	NHGRI GWAS Catalog		5	49	0.0104017391421	0.0398682317232	595|2736|2099|57591|5744	None
Amyotrophic lateral sclerosis (sporadic)	NHGRI GWAS Catalog		10	162	0.0104364207697	0.0398682317232	23327|4916|6382|7852|6885|2078|11343|8821|79054|2254	None
Anophthalmia and microphthalmia (A/M)	KEGG DISEASE	H01027	3	16	0.0106952607044	0.0404292053853	6657|6469|652	http://www.genome.jp/dbget-bin/www_bget?H01027
Bone mineral density (paediatric, skull)	NHGRI GWAS Catalog		3	16	0.0106952607044	0.0404292053853	55366|8792|10447	None
Congenital diarrhea	KEGG DISEASE	H01174	2	5	0.011677772122	0.0417393637231	50674|4072	http://www.genome.jp/dbget-bin/www_bget?H01174
Peters anomaly	KEGG DISEASE	H01075	2	5	0.011677772122	0.0417393637231	1545|2296	http://www.genome.jp/dbget-bin/www_bget?H01075
Frontotemporal lobar degeneration (FTLD)	KEGG DISEASE	H00078	2	5	0.011677772122	0.0417393637231	2896|7415	http://www.genome.jp/dbget-bin/www_bget?H00078
Endometrial cancer, familial	OMIM	608089	2	5	0.011677772122	0.0417393637231	5728|999	http://omim.org/entry/608089
Breast cancer (early onset)	NHGRI GWAS Catalog		2	5	0.011677772122	0.0417393637231	2263|595	None
Recalcitrant atopic dermatitis	NHGRI GWAS Catalog		2	5	0.011677772122	0.0417393637231	5101|2625	None
Response to antidepressants	NHGRI GWAS Catalog		2	5	0.011677772122	0.0417393637231	3589|1523	None
Optic disc parameters	NHGRI GWAS Catalog		2	5	0.011677772122	0.0417393637231	7049|6299	None
DNA methylation (parent-of-origin)	NHGRI GWAS Catalog		2	5	0.011677772122	0.0417393637231	283120|100033819	None
Myeloproliferative neoplasms	NHGRI GWAS Catalog		2	5	0.011677772122	0.0417393637231	3717|4602	None
Insomnia (caffeine-induced)	NHGRI GWAS Catalog		2	5	0.011677772122	0.0417393637231	5029|23327	None
Cerebrospinal fluid levels of Alzheimer's disease-related proteins	NHGRI GWAS Catalog		3	17	0.0123560538432	0.0437307395824	1234|4314|729230	None
Preeclampsia	NHGRI GWAS Catalog		3	17	0.0123560538432	0.0437307395824	861|25937|23077	None
Heart rate	NHGRI GWAS Catalog		4	33	0.0125926502759	0.0443506999961	5274|1129|81|153090	None
Obesity	NHGRI GWAS Catalog		5	52	0.0129723916723	0.0454663436282	5443|5101|627|51741|5629	None
Others	KEGG DISEASE		9	143	0.0131676043786	0.0459275862866	9839|627|6658|429|93986|4771|6925|1499|7015	None
Diisocyanate-induced asthma	NHGRI GWAS Catalog		10	170	0.0140105936818	0.0482109774663	23327|7291|2736|2043|9444|2034|3855|80310|55742|8828	None
Coronary heart disease	NHGRI GWAS Catalog		6	74	0.0140164259952	0.0482109774663	2335|4088|4633|6387|80310|7422	None
Cone-rod dystrophy (CORD) and cone dystrophy (COD)	KEGG DISEASE	H00481	3	18	0.0141561318876	0.0482109774663	8842|83394|64218	http://www.genome.jp/dbget-bin/www_bget?H00481
Coffee consumption (cups per day)	NHGRI GWAS Catalog		3	18	0.0141561318876	0.0482109774663	9429|196|627	None
Lead levels in blood	NHGRI GWAS Catalog		3	18	0.0141561318876	0.0482109774663	9863|210|185	None
Thrombocytopenia (THC)	KEGG DISEASE	H00978	2	6	0.0153183364263	0.0489373402644	861|2623	http://www.genome.jp/dbget-bin/www_bget?H00978
Congenital central hypoventilation syndrome (CCHS)	KEGG DISEASE	H00916	2	6	0.0153183364263	0.0489373402644	429|627	http://www.genome.jp/dbget-bin/www_bget?H00916
Holoprosencephaly	KEGG DISEASE	H00267	2	6	0.0153183364263	0.0489373402644	6469|2736	http://www.genome.jp/dbget-bin/www_bget?H00267
Myofibrillar myopathies (MFM)	KEGG DISEASE	H00595	2	6	0.0153183364263	0.0489373402644	1410|9531	http://www.genome.jp/dbget-bin/www_bget?H00595
Haddad syndrome	OMIM	209880	2	6	0.0153183364263	0.0489373402644	429|627	http://omim.org/entry/209880
Brain imaging	NHGRI GWAS Catalog		2	6	0.0153183364263	0.0489373402644	8626|2043	None
Weight loss (gastric bypass surgery)	NHGRI GWAS Catalog		2	6	0.0153183364263	0.0489373402644	1112|6299	None
Nonsyndromic cleft lip with or without cleft palate	NHGRI GWAS Catalog		2	6	0.0153183364263	0.0489373402644	9423|1387	None
Serum prostate-specific antigen levels	NHGRI GWAS Catalog		2	6	0.0153183364263	0.0489373402644	2263|7015	None
Knee osteoarthritis	NHGRI GWAS Catalog		2	6	0.0153183364263	0.0489373402644	5743|5321	None
Body mass index in asthmatics	NHGRI GWAS Catalog		2	6	0.0153183364263	0.0489373402644	5029|5588	None
Pneumoconiosis in silica exposure	NHGRI GWAS Catalog		2	6	0.0153183364263	0.0489373402644	1272|4193	None
Gastric adenocarcinoma (histologically verified)	NHGRI GWAS Catalog		2	6	0.0153183364263	0.0489373402644	472|4582	None
Primary tooth development (time to first tooth eruption)	NHGRI GWAS Catalog		3	19	0.0160969063234	0.0507509448273	652|84962|8091	None
HIV-1 control	NHGRI GWAS Catalog		3	19	0.0160969063234	0.0507509448273	4855|780|100507436	None
White blood cell types	NHGRI GWAS Catalog		3	19	0.0160969063234	0.0507509448273	655|4602|2078	None
Immunoglobulin A	NHGRI GWAS Catalog		3	20	0.018179408742	0.0568204896611	2147|355|59	None
Polycystic ovary syndrome	NHGRI GWAS Catalog		3	20	0.018179408742	0.0568204896611	2492|10413|8091	None
Anterior segment dysgenesis (ASD)	KEGG DISEASE	H01159	2	7	0.0193768896509	0.0585360432133	1545|2296	http://www.genome.jp/dbget-bin/www_bget?H01159
Tetralogy of Fallot	KEGG DISEASE	H00549	2	7	0.0193768896509	0.0585360432133	182|2627	http://www.genome.jp/dbget-bin/www_bget?H00549
@@Tetralogy of Fallot	OMIM	187500	2	7	0.0193768896509	0.0585360432133	182|2627	http://omim.org/entry/187500
Left ventricular noncompaction (LVNC)	KEGG DISEASE	H01216	2	7	0.0193768896509	0.0585360432133	4000|6901	http://www.genome.jp/dbget-bin/www_bget?H01216
Esophageal cancer (squamous cell)	NHGRI GWAS Catalog		2	7	0.0193768896509	0.0585360432133	6480|7494	None
Metabolite levels (HVA/5-HIAA ratio)	NHGRI GWAS Catalog		2	7	0.0193768896509	0.0585360432133	1387|10131	None
Irritable bowel syndrome	NHGRI GWAS Catalog		2	7	0.0193768896509	0.0585360432133	10252|2247	None
Electrocardiographic traits	NHGRI GWAS Catalog		3	21	0.0204043141628	0.0611282772844	857|1026|22943	None
Type 1 diabetes and autoimmune thyroid diseases	NHGRI GWAS Catalog		3	21	0.0204043141628	0.0611282772844	4855|780|100507436	None
LDL cholesterol	NHGRI GWAS Catalog		7	106	0.0217745598531	0.0649637694791	2335|64321|80310|367|5468|406940|2627	None
Nickel levels	NHGRI GWAS Catalog		4	40	0.0226358295659	0.0671075816573	55966|57403|51684|5747	None
Sleep duration	NHGRI GWAS Catalog		3	22	0.0227719633048	0.0671075816573	5300|23136|10253	None
Orofacial clefts	NHGRI GWAS Catalog		3	22	0.0227719633048	0.0671075816573	10253|654|26585	None
Acne (severe)	NHGRI GWAS Catalog		10	185	0.0230700863321	0.0674736586882	283131|378938|5093|8061|7039|9025|3673|7042|5970|10468	None
Osteopetrosis	KEGG DISEASE	H00436	2	8	0.0238307243289	0.0674736586882	8792|8600	http://www.genome.jp/dbget-bin/www_bget?H00436
Osteoporosis	KEGG DISEASE	H01593	2	8	0.0238307243289	0.0674736586882	7040|7421	http://www.genome.jp/dbget-bin/www_bget?H01593
@@Osteoporosis	OMIM	166710	1	6	0.159900747369	0.24827599914	7421	http://omim.org/entry/166710
Response to TNF antagonist treatment	NHGRI GWAS Catalog		2	8	0.0238307243289	0.0674736586882	9444|253782	None
Bone mineral density (paediatric, upper limb)	NHGRI GWAS Catalog		2	8	0.0238307243289	0.0674736586882	8600|10447	None
beta2-Glycoprotein I (beta2-GPI) plasma levels	NHGRI GWAS Catalog		2	8	0.0238307243289	0.0674736586882	2001|57758	None
Superior frontal gyrus grey matter volume	NHGRI GWAS Catalog		2	8	0.0238307243289	0.0674736586882	7039|57620	None
Response to inhaled corticosteroid treatment in asthma (percentage change of FEV1)	NHGRI GWAS Catalog		2	8	0.0238307243289	0.0674736586882	10253|6885	None
Social autistic-like traits	NHGRI GWAS Catalog		2	8	0.0238307243289	0.0674736586882	1235|574447	None
Response to citalopram treatment	NHGRI GWAS Catalog		2	8	0.0238307243289	0.0674736586882	655|9690	None
Calcium levels	NHGRI GWAS Catalog		4	42	0.0261922388747	0.0738702987012	5915|2625|5176|7262	None
Tourette's syndrome or obsessive-compulsive disorder	NHGRI GWAS Catalog		3	24	0.0279353107359	0.0766336010924	23077|57167|10631	None
Response to antipsychotic treatment	NHGRI GWAS Catalog		3	24	0.0279353107359	0.0766336010924	8792|7082|6660	None
Metabolic traits	NHGRI GWAS Catalog		4	43	0.0280888588749	0.0766336010924	27165|51176|1401|196	None
@@Metabolic syndrome	NHGRI GWAS Catalog		2	42	0.294595033067	0.344170896237	10062|4633	None
Atypical hemolytic uremic syndrome (aHUS)	KEGG DISEASE	H01434	2	9	0.0286579948684	0.0766336010924	7056|718	http://www.genome.jp/dbget-bin/www_bget?H01434
Acute lymphoblastic leukemia (ALL) (Precursor T lymphoblastic leukemia/lymphoma)	KEGG DISEASE	H00002	2	9	0.0286579948684	0.0766336010924	4851|4609	http://www.genome.jp/dbget-bin/www_bget?H00002
Plasminogen activator inhibitor type 1 levels (PAI-1)	NHGRI GWAS Catalog		2	9	0.0286579948684	0.0766336010924	5054|5468	None
Multiple sclerosis (severity)	NHGRI GWAS Catalog		2	9	0.0286579948684	0.0766336010924	3720|4233	None
Age-related macular degeneration (GA)	NHGRI GWAS Catalog		2	9	0.0286579948684	0.0766336010924	6648|718	None
Neonatal lupus	NHGRI GWAS Catalog		2	9	0.0286579948684	0.0766336010924	7124|2078	None
Lung adenocarcinoma	NHGRI GWAS Catalog		2	9	0.0286579948684	0.0766336010924	8626|7015	None
Bone mineral density (paediatric, lower limb)	NHGRI GWAS Catalog		2	9	0.0286579948684	0.0766336010924	10447|5744	None
Migraine without aura	NHGRI GWAS Catalog		2	9	0.0286579948684	0.0766336010924	79054|7248	None
Food antigen IgG levels	NHGRI GWAS Catalog		2	9	0.0286579948684	0.0766336010924	1385|4855	None
Copper levels	NHGRI GWAS Catalog		5	65	0.0289835149947	0.0772180731593	1129|1112|4790|650|9370	None
C-reactive protein	NHGRI GWAS Catalog		3	25	0.0307302055184	0.0809752130812	1401|3172|3569	None
Periodontitis (CDC/AAP)	NHGRI GWAS Catalog		3	25	0.0307302055184	0.0809752130812	3169|7077|23030	None
Waist circumference	NHGRI GWAS Catalog		3	25	0.0307302055184	0.0809752130812	23314|9355|5122	None
Serum thyroid-stimulating hormone levels	NHGRI GWAS Catalog		3	26	0.0336662748359	0.086942389453	51741|5218|4067	None
Malignant paraganglioma	KEGG DISEASE	H01510	2	10	0.0338376889699	0.086942389453	2034|7428	http://www.genome.jp/dbget-bin/www_bget?H01510
Metabolite levels (HVA)	NHGRI GWAS Catalog		2	10	0.0338376889699	0.086942389453	2078|9686	None
Epstein-Barr virus immune response (EBNA-1)	NHGRI GWAS Catalog		2	10	0.0338376889699	0.086942389453	4855|10919	None
Radiation response	NHGRI GWAS Catalog		2	10	0.0338376889699	0.086942389453	2492|51741	None
Age at smoking initiation in chronic obstructive pulmonary disease	NHGRI GWAS Catalog		2	10	0.0338376889699	0.086942389453	308|9547	None
LDL peak particle diameter (total fat intake interaction)	NHGRI GWAS Catalog		2	10	0.0338376889699	0.086942389453	9429|6660	None
Urate levels in obese individuals	NHGRI GWAS Catalog		4	46	0.0342582582927	0.0877108598842	9429|55366|93986|146713	None
Glucose homeostasis traits	NHGRI GWAS Catalog		5	69	0.0356560252253	0.0906466556784	5029|604|3667|79727|238	None
Attention deficit hyperactivity disorder and conduct disorder	NHGRI GWAS Catalog		3	27	0.0367424880161	0.0930809696407	8324|5074|7534	None
Systolic blood pressure	NHGRI GWAS Catalog		4	48	0.0387739629284	0.0959811187406	182|133|5045|4878	None
Visceral adipose tissue adjusted for BMI	NHGRI GWAS Catalog		4	48	0.0387739629284	0.0959811187406	7088|10459|7161|10015	None
Tonometry	NHGRI GWAS Catalog		2	11	0.0393495999269	0.0959811187406	60412|7048	None
Cutaneous lupus erythematosus	NHGRI GWAS Catalog		2	11	0.0393495999269	0.0959811187406	100507436|1460	None
Gout	NHGRI GWAS Catalog		2	11	0.0393495999269	0.0959811187406	9429|4633	None
Bone properties (heel)	NHGRI GWAS Catalog		2	11	0.0393495999269	0.0959811187406	2099|22943	None
Birth weight	NHGRI GWAS Catalog		2	11	0.0393495999269	0.0959811187406	4915|8091	None
Magnesium levels	NHGRI GWAS Catalog		2	11	0.0393495999269	0.0959811187406	4582|3235	None
Inflammatory bowel disease (early onset)	NHGRI GWAS Catalog		2	11	0.0393495999269	0.0959811187406	246778|3976	None
Retinopathy in non-diabetics	NHGRI GWAS Catalog		2	11	0.0393495999269	0.0959811187406	9420|6714	None
Major depressive disorder	NHGRI GWAS Catalog		6	96	0.0402283628692	0.0977942019917	894|3394|6310|56288|5921|7227	None
Immune reponse to smallpox (secreted IFN-alpha)	NHGRI GWAS Catalog		3	29	0.0433101366022	0.104932612842	652|4052|8914	None
Premature ovarian failure	KEGG DISEASE	H00627	2	12	0.0451742997808	0.106937194891	2332|2492	http://www.genome.jp/dbget-bin/www_bget?H00627
Hypertension, essential	OMIM	145500	2	12	0.0451742997808	0.106937194891	1577|185	http://omim.org/entry/145500
Chronic hepatitis B infection	NHGRI GWAS Catalog		2	12	0.0451742997808	0.106937194891	4855|10919	None
Pyoderma gangrenosum in inflammatory bowel disease	NHGRI GWAS Catalog		2	12	0.0451742997808	0.106937194891	7078|596	None
Response to Vitamin E supplementation	NHGRI GWAS Catalog		2	12	0.0451742997808	0.106937194891	960|673	None
PR segment	NHGRI GWAS Catalog		2	12	0.0451742997808	0.106937194891	857|4233	None
Bipolar disorder (inflammation and infection response interaction)	NHGRI GWAS Catalog		2	12	0.0451742997808	0.106937194891	152007|4920	None
Charcot-Marie-Tooth disease (CMT)	KEGG DISEASE	H00264	3	31	0.050420777707	0.117431617756	2705|4000|10397	http://www.genome.jp/dbget-bin/www_bget?H00264
Cataract	KEGG DISEASE	H01202	3	31	0.050420777707	0.117431617756	1410|7431|1969	http://www.genome.jp/dbget-bin/www_bget?H01202
Smooth-surface caries	NHGRI GWAS Catalog		3	31	0.050420777707	0.117431617756	3579|55966|55612	None
Allergic sensitization	NHGRI GWAS Catalog		3	31	0.050420777707	0.117431617756	604|100507436|4609	None
Dialysis-related mortality	NHGRI GWAS Catalog		3	31	0.050420777707	0.117431617756	3569|3037|200424	None
Cholesterol, total	NHGRI GWAS Catalog		6	102	0.050683013377	0.117662815621	7431|7227|64321|5468|3172|406940	None
Blood trace element (Se levels)	NHGRI GWAS Catalog		2	13	0.0512931133084	0.118318299708	9021|332	None
Hematological parameters	NHGRI GWAS Catalog		2	13	0.0512931133084	0.118318299708	4602|5781	None
Platelet count	NHGRI GWAS Catalog		5	78	0.0538852035519	0.123779760478	6304|4602|5781|2149|23410	None
Acute lymphoblastic leukemia (childhood)	NHGRI GWAS Catalog		3	32	0.054175075223	0.123779760478	8626|56288|9863	None
Urate levels (BMI interaction)	NHGRI GWAS Catalog		3	32	0.054175075223	0.123779760478	6374|146713|7227	None
Ischemic stroke	NHGRI GWAS Catalog		2	14	0.0576880928148	0.130566780603	366|54206	None
Epilepsy (generalized)	NHGRI GWAS Catalog		2	14	0.0576880928148	0.130566780603	9839|5321	None
Idiopathic membranous nephropathy	NHGRI GWAS Catalog		2	14	0.0576880928148	0.130566780603	3694|10919	None
Diabetic retinopathy	NHGRI GWAS Catalog		3	33	0.0580592348715	0.130588060988	6925|7347|3394	None
Emphysema imaging phenotypes	NHGRI GWAS Catalog		3	33	0.0580592348715	0.130588060988	177|5396|7042	None
Obesity, severe	OMIM	601665	2	15	0.0643419937087	0.142063973877	5443|5468	http://omim.org/entry/601665
Immune response to measles-mumps-rubella vaccine	NHGRI GWAS Catalog		2	15	0.0643419937087	0.142063973877	7026|2043	None
Pulmonary function decline	NHGRI GWAS Catalog		2	15	0.0643419937087	0.142063973877	6662|5101	None
Mitral valve prolapse	NHGRI GWAS Catalog		2	15	0.0643419937087	0.142063973877	1490|7145	None
Obesity (extreme)	NHGRI GWAS Catalog		2	15	0.0643419937087	0.142063973877	5915|57142	None
Malaria, resistance to	OMIM	611162	2	16	0.0712382508376	0.155389779773	7124|948	http://omim.org/entry/611162
Response to angiotensin II receptor blocker therapy	NHGRI GWAS Catalog		2	16	0.0712382508376	0.155389779773	2526|5396	None
Cardiac Troponin-T levels	NHGRI GWAS Catalog		2	16	0.0712382508376	0.155389779773	10563|596	None
Eating disorders (purging via substances)	NHGRI GWAS Catalog		2	16	0.0712382508376	0.155389779773	4691|6364	None
Zinc levels	NHGRI GWAS Catalog		3	37	0.0748474213492	0.16277059703	868|79778|5321	None
Fibrinogen	NHGRI GWAS Catalog		3	39	0.0839564579539	0.181486714499	114548|3569|9368	None
Liver enzyme levels (gamma-glutamyl transferase)	NHGRI GWAS Catalog		3	39	0.0839564579539	0.181486714499	6662|23327|1969	None
Rhegmatogenous retinal detachment	NHGRI GWAS Catalog		2	18	0.0856948335276	0.181975499432	4170|58497	None
Refractive astigmatism	NHGRI GWAS Catalog		2	18	0.0856948335276	0.181975499432	84944|57620	None
Neutrophil count	NHGRI GWAS Catalog		2	18	0.0856948335276	0.181975499432	7039|80310	None
Blood trace element (Zn levels)	NHGRI GWAS Catalog		2	18	0.0856948335276	0.181975499432	1400|11279	None
Fasting glucose-related traits	NHGRI GWAS Catalog		2	18	0.0856948335276	0.181975499432	3479|5629	None
Post-traumatic stress disorder	NHGRI GWAS Catalog		2	18	0.0856948335276	0.181975499432	8850|9355	None
Deafness, autosomal recessive	KEGG DISEASE	H00605	3	40	0.0886800862999	0.187762528764	2103|2706|3082	http://www.genome.jp/dbget-bin/www_bget?H00605
Type II diabetes mellitus	KEGG DISEASE	H00409	2	19	0.0932252231739	0.193415549229	5468|4853	http://www.genome.jp/dbget-bin/www_bget?H00409
Congenital disorders of cofactor/vitamin metabolism	KEGG DISEASE		2	19	0.0932252231739	0.193415549229	7421|210	None
Primary tooth development (number of teeth)	NHGRI GWAS Catalog		2	19	0.0932252231739	0.193415549229	84962|8091	None
Renal function-related traits (BUN)	NHGRI GWAS Catalog		2	19	0.0932252231739	0.193415549229	604|26018	None
Antineutrophil cytoplasmic antibody-associated vasculitis	NHGRI GWAS Catalog		2	19	0.0932252231739	0.193415549229	2332|51438	None
DNA methylation (variation)	NHGRI GWAS Catalog		2	19	0.0932252231739	0.193415549229	283120|6489	None
Nephropathy	NHGRI GWAS Catalog		2	19	0.0932252231739	0.193415549229	5008|3976	None
Amyotrophic lateral sclerosis	NHGRI GWAS Catalog		3	42	0.0984510093197	0.203672288621	2202|155061|6310	None
Hereditary spastic paraplegia (SPG)	KEGG DISEASE	H00266	2	21	0.10881983068	0.221943270482	9420|3897	http://www.genome.jp/dbget-bin/www_bget?H00266
Hypogonadotropic hypogonadism	KEGG DISEASE	H00255	2	21	0.10881983068	0.221943270482	2260|54756	http://www.genome.jp/dbget-bin/www_bget?H00255
Syndromic X-linked mental retardation with epilepsy or seizures	KEGG DISEASE	H00577	2	21	0.10881983068	0.221943270482	2316|3897	http://www.genome.jp/dbget-bin/www_bget?H00577
Obesity (early onset extreme)	NHGRI GWAS Catalog		2	21	0.10881983068	0.221943270482	6925|196475	None
Urate levels	NHGRI GWAS Catalog		4	70	0.109199231027	0.222089703666	9429|3480|7422|5781	None
Fasting plasma glucose	NHGRI GWAS Catalog		2	22	0.116857604908	0.235017244412	3480|3170	None
Smoking behavior	NHGRI GWAS Catalog		2	22	0.116857604908	0.235017244412	627|7224	None
Alzheimer's disease biomarkers	NHGRI GWAS Catalog		2	22	0.116857604908	0.235017244412	5295|9891	None
Uric acid levels	NHGRI GWAS Catalog		2	22	0.116857604908	0.235017244412	9429|2494	None
Hypertension	NHGRI GWAS Catalog		3	47	0.12462486156	0.244890460731	4856|5045|4988	None
Metabolite levels  (X-11787)	NHGRI GWAS Catalog		2	23	0.125038965048	0.244890460731	1272|153090	None
HIV-1 susceptibility	NHGRI GWAS Catalog		2	23	0.125038965048	0.244890460731	9420|6695	None
Erectile dysfunction and prostate cancer treatment	NHGRI GWAS Catalog		2	23	0.125038965048	0.244890460731	2736|2492	None
Intraocular pressure	NHGRI GWAS Catalog		2	24	0.133352013481	0.244890460731	857|23365	None
Weight	NHGRI GWAS Catalog		2	24	0.133352013481	0.244890460731	627|9462	None
Epithelial ovarian cancer	NHGRI GWAS Catalog		2	24	0.133352013481	0.244890460731	7046|7015	None
Blood metabolite ratios	NHGRI GWAS Catalog		3	49	0.135727667497	0.244890460731	27165|6591|1577	None
Dyskeratosis congenita (DC)	KEGG DISEASE	H00507	1	5	0.138726036619	0.244890460731	7015	http://www.genome.jp/dbget-bin/www_bget?H00507
Hepatic porphyria	KEGG DISEASE	H00202	1	5	0.138726036619	0.244890460731	210	http://www.genome.jp/dbget-bin/www_bget?H00202
Brachydactyly A/B/D/E	KEGG DISEASE	H00482	1	5	0.138726036619	0.244890460731	4920	http://www.genome.jp/dbget-bin/www_bget?H00482
Alveolar rhabdomyosarcoma	KEGG DISEASE	H00037	1	5	0.138726036619	0.244890460731	4193	http://www.genome.jp/dbget-bin/www_bget?H00037
Beckwith-Wiedemann syndrome	KEGG DISEASE	H00713	1	5	0.138726036619	0.244890460731	283120	http://www.genome.jp/dbget-bin/www_bget?H00713
Anemia due to disorders of glycolytic enzymes	KEGG DISEASE	H00664	1	5	0.138726036619	0.244890460731	2821	http://www.genome.jp/dbget-bin/www_bget?H00664
Hypomagnesemia	KEGG DISEASE	H01210	1	5	0.138726036619	0.244890460731	1950	http://www.genome.jp/dbget-bin/www_bget?H01210
