##Databases: PANTHER, KEGG PATHWAY, Reactome, BioCyc
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
Leukocyte transendothelial migration	KEGG PATHWAY	hsa04670	5	118	9.70728782465e-06	7.31212006792e-05	7852|1366|6387|1499|5747	http://www.genome.jp/kegg-bin/show_pathway?hsa04670/hsa:1366%09red/hsa:6387%09red/hsa:5747%09red/hsa:7852%09red/hsa:1499%09red
Signaling by ERBB4	Reactome	R-HSA-1236394	7	317	9.92959471984e-06	7.39914961381e-05	2475|5594|207|6387|6868|5747|2335	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1236394
Toxoplasmosis	KEGG PATHWAY	hsa05145	5	119	1.00970313709e-05	7.44387525532e-05	6774|7099|5594|207|7040	http://www.genome.jp/kegg-bin/show_pathway?hsa05145/hsa:7099%09red/hsa:6774%09red/hsa:5594%09red/hsa:207%09red/hsa:7040%09red
GPCR ligand binding	Reactome	R-HSA-500792	8	451	1.07434219666e-05	7.71820128944e-05	6352|89780|3576|7852|6387|7474|2149|6364	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-500792
Rap1 signaling pathway	KEGG PATHWAY	hsa04015	6	211	1.10267147531e-05	7.71820128944e-05	5594|207|999|5217|1499|2149	http://www.genome.jp/kegg-bin/show_pathway?hsa04015/hsa:2149%09red/hsa:5594%09red/hsa:999%09red/hsa:5217%09red/hsa:1499%09red/hsa:207%09red
Signaling by NOTCH1 in Cancer	Reactome	R-HSA-2644603	4	56	1.1248749354e-05	7.71820128944e-05	102|182|6868|4851	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2644603
Constitutive Signaling by NOTCH1 PEST Domain Mutants	Reactome	R-HSA-2644606	4	56	1.1248749354e-05	7.71820128944e-05	102|182|6868|4851	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2644606
Signaling by NOTCH1 PEST Domain Mutants in Cancer	Reactome	R-HSA-2644602	4	56	1.1248749354e-05	7.71820128944e-05	102|182|6868|4851	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2644602
Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer	Reactome	R-HSA-2894858	4	56	1.1248749354e-05	7.71820128944e-05	102|182|6868|4851	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2894858
Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants	Reactome	R-HSA-2894862	4	56	1.1248749354e-05	7.71820128944e-05	102|182|6868|4851	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2894862
Acute myeloid leukemia	KEGG PATHWAY	hsa05221	4	57	1.20171708386e-05	8.16460724624e-05	6774|2475|5594|207	http://www.genome.jp/kegg-bin/show_pathway?hsa05221/hsa:2475%09red/hsa:6774%09red/hsa:5594%09red/hsa:207%09red
Signaling by Wnt	Reactome	R-HSA-195721	7	329	1.25578585674e-05	8.44912231769e-05	207|89780|3014|25776|1499|7015|7474	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-195721
Platelet degranulation 	Reactome	R-HSA-114608	5	128	1.41827753903e-05	9.4506378322e-05	2316|10447|2335|51706|7040	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-114608
Immune System	Reactome	R-HSA-168256	14	1583	1.54667456137e-05	0.00010208052105	2475|5594|207|6774|114548|3569|999|7099|417|6868|5747|1499|3589|2335	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168256
Response to elevated platelet cytosolic Ca2+	Reactome	R-HSA-76005	5	133	1.69517814807e-05	0.000110826269492	2316|10447|2335|51706|7040	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-76005
Longevity regulating pathway - multiple species	KEGG PATHWAY	hsa04213	4	64	1.85261174697e-05	0.000119986910341	1410|2475|207|5562	http://www.genome.jp/kegg-bin/show_pathway?hsa04213/hsa:2475%09red/hsa:207%09red/hsa:5562%09red/hsa:1410%09red
Measles	KEGG PATHWAY	hsa05162	5	136	1.88046079362e-05	0.000120662900924	7157|6774|3569|207|7099	http://www.genome.jp/kegg-bin/show_pathway?hsa05162/hsa:3569%09red/hsa:6774%09red/hsa:207%09red/hsa:7157%09red/hsa:7099%09red
Shigellosis	KEGG PATHWAY	hsa05131	4	65	1.96319523933e-05	0.000123681300078	5217|3678|3576|5594	http://www.genome.jp/kegg-bin/show_pathway?hsa05131/hsa:5594%09red/hsa:3678%09red/hsa:3576%09red/hsa:5217%09red
Glioma	KEGG PATHWAY	hsa05214	4	65	1.96319523933e-05	0.000123681300078	7157|2475|5594|207	http://www.genome.jp/kegg-bin/show_pathway?hsa05214/hsa:2475%09red/hsa:5594%09red/hsa:207%09red/hsa:7157%09red
Inflammatory bowel disease (IBD)	KEGG PATHWAY	hsa05321	4	66	2.07855242437e-05	0.000129769083792	6774|3569|7040|7099	http://www.genome.jp/kegg-bin/show_pathway?hsa05321/hsa:3569%09red/hsa:6774%09red/hsa:7099%09red/hsa:7040%09red
Epithelial cell signaling in Helicobacter pylori infection	KEGG PATHWAY	hsa05120	4	68	2.32410105455e-05	0.00014380375275	102|6352|3576|6868	http://www.genome.jp/kegg-bin/show_pathway?hsa05120/hsa:6868%09red/hsa:3576%09red/hsa:6352%09red/hsa:102%09red
Growth hormone receptor signaling	Reactome	R-HSA-982772	3	22	2.55442848375e-05	0.000156656543296	6774|6868|5594	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-982772
Melanoma	KEGG PATHWAY	hsa05218	4	71	2.73146741727e-05	0.000166044466681	7157|999|5594|207	http://www.genome.jp/kegg-bin/show_pathway?hsa05218/hsa:999%09red/hsa:5594%09red/hsa:207%09red/hsa:7157%09red
PI3K Cascade	Reactome	R-HSA-109704	4	72	2.87819857484e-05	0.000173442748901	207|2475|6794|5562	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-109704
Chronic myeloid leukemia	KEGG PATHWAY	hsa05220	4	73	3.03062564485e-05	0.000181003899931	7157|5594|207|7040	http://www.genome.jp/kegg-bin/show_pathway?hsa05220/hsa:5594%09red/hsa:207%09red/hsa:7157%09red/hsa:7040%09red
Non-alcoholic fatty liver disease (NAFLD)	KEGG PATHWAY	hsa04932	5	151	3.05590999883e-05	0.000181003899931	207|3576|5562|3569|7040	http://www.genome.jp/kegg-bin/show_pathway?hsa04932/hsa:207%09red/hsa:3569%09red/hsa:5562%09red/hsa:3576%09red/hsa:7040%09red
Regulation of TP53 Activity	Reactome	R-HSA-5633007	5	152	3.1507834556e-05	0.00018504177413	7157|2475|207|6794|5562	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5633007
Adherens junction	KEGG PATHWAY	hsa04520	4	74	3.18888526128e-05	0.000185705671098	1499|999|5594|6615	http://www.genome.jp/kegg-bin/show_pathway?hsa04520/hsa:999%09red/hsa:5594%09red/hsa:6615%09red/hsa:1499%09red
Integrin alphaIIb beta3 signaling	Reactome	R-HSA-354192	3	25	3.62038358712e-05	0.000209077152156	2335|207|5747	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-354192
Jak-STAT signaling pathway	KEGG PATHWAY	hsa04630	5	158	3.76901794898e-05	0.000215861937078	6774|3589|2475|3569|207	http://www.genome.jp/kegg-bin/show_pathway?hsa04630/hsa:2475%09red/hsa:3569%09red/hsa:6774%09red/hsa:3589%09red/hsa:207%09red
Hypoxia response via HIF activation	PANTHER	P00030	3	26	4.03144708202e-05	0.00022713762828	2475|3091|207	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00030
Interleukin-6 family signaling	Reactome	R-HSA-6783589	3	26	4.03144708202e-05	0.00022713762828	6774|3589|3569	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6783589
Apoptosis	Reactome	R-HSA-109581	5	161	4.11137919121e-05	0.000229773046734	7157|5747|999|207|7099	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-109581
@@Apoptosis	KEGG PATHWAY	hsa04210	3	140	0.00436459791619	0.0109231989895	7157|5594|207	http://www.genome.jp/kegg-bin/show_pathway?hsa04210/hsa:5594%09red/hsa:207%09red/hsa:7157%09red
Programmed Cell Death	Reactome	R-HSA-5357801	5	164	4.47734121447e-05	0.00024822379693	7157|5747|999|207|7099	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5357801
TP53 Regulates Metabolic Genes	Reactome	R-HSA-5628897	4	82	4.68171196175e-05	0.000257494157896	7157|2475|207|5562	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5628897
Hypertrophic cardiomyopathy (HCM)	KEGG PATHWAY	hsa05410	4	83	4.89880261708e-05	0.000267312615247	3678|3569|7040|5562	http://www.genome.jp/kegg-bin/show_pathway?hsa05410/hsa:3678%09red/hsa:3569%09red/hsa:5562%09red/hsa:7040%09red
Energy dependent regulation of mTOR by LKB1-AMPK	Reactome	R-HSA-380972	3	28	4.94294487858e-05	0.000267614125067	2475|6794|5562	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-380972
TGF-beta signaling pathway	KEGG PATHWAY	hsa04350	4	84	5.1231545722e-05	0.000275220629344	4092|5594|650|7040	http://www.genome.jp/kegg-bin/show_pathway?hsa04350/hsa:650%09red/hsa:5594%09red/hsa:4092%09red/hsa:7040%09red
@@TGF-beta signaling pathway	PANTHER	P00052	4	91	6.90956148672e-05	0.000352082802228	4092|9518|650|5594	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00052
Signaling by Rho GTPases	Reactome	R-HSA-194315	7	416	5.43314189706e-05	0.000285876842069	5594|2316|999|3014|5217|5747|1499	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-194315
Myogenesis	Reactome	R-HSA-525793	3	29	5.44527318227e-05	0.000285876842069	1499|4209|6929	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-525793
CDO in myogenesis	Reactome	R-HSA-375170	3	29	5.44527318227e-05	0.000285876842069	1499|4209|6929	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-375170
Small cell lung cancer	KEGG PATHWAY	hsa05222	4	86	5.59423862704e-05	0.00029148927583	7157|2335|207|5747	http://www.genome.jp/kegg-bin/show_pathway?hsa05222/hsa:207%09red/hsa:5747%09red/hsa:7157%09red/hsa:2335%09red
Thrombin signalling through proteinase activated receptors (PARs)	Reactome	R-HSA-456926	3	31	6.54777322014e-05	0.000338627376235	10672|5594|2149	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-456926
Tuberculosis	KEGG PATHWAY	hsa05152	5	179	6.70106796646e-05	0.000343988155611	7099|3569|5594|207|7040	http://www.genome.jp/kegg-bin/show_pathway?hsa05152/hsa:3569%09red/hsa:5594%09red/hsa:207%09red/hsa:7099%09red/hsa:7040%09red
Innate Immune System	Reactome	R-HSA-168249	9	769	7.40525928765e-05	0.000374587203383	2475|5594|207|114548|7099|417|5747|1499|2335	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168249
EPH-Ephrin signaling	Reactome	R-HSA-2682334	4	93	7.49396485617e-05	0.000376327365603	102|2043|2048|5747	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2682334
Signalling by NGF	Reactome	R-HSA-166520	7	441	7.77797245648e-05	0.000387779490097	2475|5594|207|6774|6868|5747|2335	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-166520
Regulation of TP53 Degradation	Reactome	R-HSA-6804757	3	34	8.4599857884e-05	0.000418769296526	7157|2475|207	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6804757
Regulation of TP53 Expression and Degradation	Reactome	R-HSA-6806003	3	35	9.16996142332e-05	0.000447519948335	7157|2475|207	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6806003
Platelet Aggregation (Plug Formation)	Reactome	R-HSA-76009	3	35	9.16996142332e-05	0.000447519948335	2335|207|5747	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-76009
Signaling by SCF-KIT	Reactome	R-HSA-1433557	6	313	9.45121071743e-05	0.000458020211691	2475|5594|207|6774|5747|2335	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1433557
Melanogenesis	KEGG PATHWAY	hsa04916	4	100	9.82476271158e-05	0.000472816705495	89780|7474|5594|1499	http://www.genome.jp/kegg-bin/show_pathway?hsa04916/hsa:7474%09red/hsa:5594%09red/hsa:1499%09red/hsa:89780%09red
Choline metabolism in cancer	KEGG PATHWAY	hsa05231	4	101	0.000101961176977	0.000487304107899	2475|3091|5594|207	http://www.genome.jp/kegg-bin/show_pathway?hsa05231/hsa:2475%09red/hsa:5594%09red/hsa:207%09red/hsa:3091%09red
Signaling by FGFR4	Reactome	R-HSA-5654743	6	320	0.000106404969922	0.000505059206549	2475|2335|207|5747|10253|5594	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654743
Signaling by FGFR3	Reactome	R-HSA-5654741	6	321	0.000108196850724	0.000510070867699	2475|2335|207|5747|10253|5594	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654741
FGF signaling pathway	PANTHER	P00021	4	103	0.000109692491888	0.000513627681608	10253|10252|5594|207	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00021
Molecules associated with elastic fibres	Reactome	R-HSA-2129379	3	38	0.000115301646776	0.000530561750255	2335|650|7040	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2129379
Signaling by FGFR1	Reactome	R-HSA-5654736	6	325	0.000115605807054	0.000530561750255	2475|2335|207|5747|10253|5594	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654736
@@Signaling by FGFR1 in disease	Reactome	R-HSA-5655302	1	32	0.0726944995643	0.0961398629734	6774	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5655302
Class A/1 (Rhodopsin-like receptors)	Reactome	R-HSA-373076	6	325	0.000115605807054	0.000530561750255	6352|3576|7852|6387|2149|6364	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-373076
Downstream signal transduction	Reactome	R-HSA-186763	6	329	0.000123412328246	0.000562662786016	2475|5594|207|6774|5747|2335	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-186763
Fibronectin matrix formation	Reactome	R-HSA-1566977	2	6	0.000143117668865	0.000648238853095	3678|2335	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1566977
Deactivation of the beta-catenin transactivating complex	Reactome	R-HSA-3769402	3	42	0.000152472477485	0.000686126148682	1499|25776|207	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3769402
Signaling by FGFR2	Reactome	R-HSA-5654738	6	349	0.0001689559082	0.000755396415373	2475|2335|207|5747|10253|5594	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654738
Transcriptional Regulation by TP53	Reactome	R-HSA-3700989	6	355	0.000184934475415	0.000816303130333	2475|207|7157|6794|5562|10397	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3700989
Signaling by FGFR	Reactome	R-HSA-190236	6	355	0.000184934475415	0.000816303130333	2475|2335|207|5747|10253|5594	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-190236
@@Signaling by FGFR in disease	Reactome	R-HSA-1226099	1	57	0.124263319882	0.150287051795	6774	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1226099
Signaling by PDGF	Reactome	R-HSA-186797	6	356	0.000187709847307	0.000823309646732	2475|5594|207|6774|5747|2335	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-186797
p53 pathway feedback loops 2	PANTHER	P04398	3	46	0.000196663974014	0.00085715807542	7157|1499|207	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P04398
@@P53 pathway feedback loops 1	PANTHER	P04392	1	6	0.0158766428793	0.0315289179744	7157	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P04392
Sphingolipid signaling pathway	KEGG PATHWAY	hsa04071	4	121	0.000199653638886	0.000864749823426	7157|10672|5594|207	http://www.genome.jp/kegg-bin/show_pathway?hsa04071/hsa:5594%09red/hsa:207%09red/hsa:7157%09red/hsa:10672%09red
Platelet activation	KEGG PATHWAY	hsa04611	4	122	0.000205841851843	0.000886014927497	207|10672|5594|2149	http://www.genome.jp/kegg-bin/show_pathway?hsa04611/hsa:2149%09red/hsa:5594%09red/hsa:207%09red/hsa:10672%09red
NGF signalling via TRKA from the plasma membrane	Reactome	R-HSA-187037	6	363	0.000208071887156	0.000890085295058	2475|5594|207|6774|5747|2335	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-187037
AMPK signaling pathway	KEGG PATHWAY	hsa04152	4	125	0.000225235963468	0.000951759284655	207|2475|6794|5562	http://www.genome.jp/kegg-bin/show_pathway?hsa04152/hsa:2475%09red/hsa:6794%09red/hsa:207%09red/hsa:5562%09red
MAPK1 (ERK2) activation	Reactome	R-HSA-112411	2	8	0.000229326844798	0.000963172748152	3569|5594	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-112411
EPH-ephrin mediated repulsion of cells	Reactome	R-HSA-3928665	3	49	0.00023473763778	0.000979958933622	102|2043|2048	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3928665
G alpha (i) signalling events	Reactome	R-HSA-418594	5	242	0.000264684653903	0.0010983620668	7852|6387|3576|6352|6364	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-418594
Cell-Cell communication	Reactome	R-HSA-1500931	4	133	0.00028335461367	0.00116883778139	1366|2316|999|5747	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1500931
Degradation of the extracellular matrix	Reactome	R-HSA-1474228	4	135	0.000299418170223	0.00122779166843	102|999|6868|2335	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1474228
Pathogenic Escherichia coli infection	KEGG PATHWAY	hsa05130	3	55	0.000324512203132	0.00131512840217	1499|999|7099	http://www.genome.jp/kegg-bin/show_pathway?hsa05130/hsa:7099%09red/hsa:999%09red/hsa:1499%09red
Legionellosis	KEGG PATHWAY	hsa05134	3	55	0.000324512203132	0.00131512840217	3576|3569|7099	http://www.genome.jp/kegg-bin/show_pathway?hsa05134/hsa:3569%09red/hsa:3576%09red/hsa:7099%09red
Insulin signaling pathway	KEGG PATHWAY	hsa04910	4	139	0.000333489315998	0.0013356045781	207|2475|5594|5562	http://www.genome.jp/kegg-bin/show_pathway?hsa04910/hsa:2475%09red/hsa:207%09red/hsa:5594%09red/hsa:5562%09red
MAPK signaling pathway	KEGG PATHWAY	hsa04010	5	255	0.00033490368323	0.0013356045781	7157|2316|5594|207|7040	http://www.genome.jp/kegg-bin/show_pathway?hsa04010/hsa:2316%09red/hsa:5594%09red/hsa:207%09red/hsa:7157%09red/hsa:7040%09red
Interleukin-6 signaling	Reactome	R-HSA-1059683	2	10	0.000335346604025	0.0013356045781	6774|3569	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1059683
Non-small cell lung cancer	KEGG PATHWAY	hsa05223	3	56	0.000341333366728	0.00135168013224	7157|5594|207	http://www.genome.jp/kegg-bin/show_pathway?hsa05223/hsa:5594%09red/hsa:207%09red/hsa:7157%09red
Signaling by Interleukins	Reactome	R-HSA-449147	6	400	0.000346453959055	0.00136416246378	5594|6774|3589|3569|5747|2335	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-449147
Wnt signaling pathway	KEGG PATHWAY	hsa04310	4	143	0.000370251968106	0.00144963058699	7157|89780|7474|1499	http://www.genome.jp/kegg-bin/show_pathway?hsa04310/hsa:7474%09red/hsa:1499%09red/hsa:7157%09red/hsa:89780%09red
@@Wnt signaling pathway	PANTHER	P00057	5	294	0.000631537414045	0.00226764470432	7157|999|7474|1499|89780	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00057
Signaling by NOTCH4	Reactome	R-HSA-1980150	2	11	0.000395729604304	0.00153207047923	102|182	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1980150
Signaling by NOTCH3	Reactome	R-HSA-1980148	2	11	0.000395729604304	0.00153207047923	102|182	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1980148
POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation	Reactome	R-HSA-2892247	2	12	0.000460998381216	0.00175533999002	6774|5460	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2892247
BMP Signalling Pathway	BioCyc	PWY66-11	2	12	0.000460998381216	0.00175533999002	4092|650	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY66-11
Cadherin signaling pathway	PANTHER	P00012	4	153	0.000474725035752	0.00178881132175	999|7474|1499|89780	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00012
Alzheimer disease-amyloid secretase pathway	PANTHER	P00003	3	63	0.000474951346612	0.00178881132175	102|6868|5594	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00003
Signaling by PTK6	Reactome	R-HSA-8848021	3	64	0.000496395936952	0.00185947234761	6774|3091|207	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8848021
GRB2:SOS provides linkage to MAPK signaling for Integrins 	Reactome	R-HSA-354194	2	13	0.000531130799331	0.0019788905588	2335|5747	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-354194
p130Cas linkage to MAPK signaling for integrins	Reactome	R-HSA-372708	2	14	0.000606104796903	0.00222238425531	2335|5747	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-372708
Regulation of TP53 Activity through Association with Co-factors	Reactome	R-HSA-6804759	2	14	0.000606104796903	0.00222238425531	7157|207	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6804759
TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain	Reactome	R-HSA-6803205	2	14	0.000606104796903	0.00222238425531	7157|10397	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6803205
Integrin signalling pathway	PANTHER	P00034	4	164	0.000612214960598	0.00223297351418	2316|3678|2335|5747	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00034
Cytokine Signaling in Immune system	Reactome	R-HSA-1280215	7	624	0.000619660608523	0.00224829739113	5594|6774|3589|3569|6868|5747|2335	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1280215
Deubiquitination	Reactome	R-HSA-5688426	5	294	0.000631537414045	0.00226764470432	7157|4092|3091|7040|114548	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5688426
Generic Transcription Pathway	Reactome	R-HSA-212436	8	822	0.000635759024783	0.00226785596291	4092|2475|207|7157|6794|5562|10397|4851	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-212436
Ras Pathway	PANTHER	P04393	3	70	0.000638141288266	0.00226785596291	6774|5594|207	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P04393
cGMP-PKG signaling pathway	KEGG PATHWAY	hsa04022	4	167	0.000654139081194	0.00231284889422	10672|4209|5594|207	http://www.genome.jp/kegg-bin/show_pathway?hsa04022/hsa:5594%09red/hsa:207%09red/hsa:4209%09red/hsa:10672%09red
Negative regulation of TCF-dependent signaling by WNT ligand antagonists	Reactome	R-HSA-3772470	2	15	0.000685898385657	0.00241283036173	89780|7474	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3772470
Prolactin signaling pathway	KEGG PATHWAY	hsa04917	3	72	0.000690539506383	0.00241688827234	6774|5594|207	http://www.genome.jp/kegg-bin/show_pathway?hsa04917/hsa:6774%09red/hsa:5594%09red/hsa:207%09red
Leishmaniasis	KEGG PATHWAY	hsa05140	3	74	0.000745603754625	0.00259649950731	7099|5594|7040	http://www.genome.jp/kegg-bin/show_pathway?hsa05140/hsa:7099%09red/hsa:5594%09red/hsa:7040%09red
Formation of Senescence-Associated Heterochromatin Foci (SAHF)	Reactome	R-HSA-2559584	2	16	0.000770489650571	0.00266909243303	7157|8091	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2559584
Platinum drug resistance	KEGG PATHWAY	hsa01524	3	75	0.000774152350706	0.00266909243303	7157|5594|207	http://www.genome.jp/kegg-bin/show_pathway?hsa01524/hsa:5594%09red/hsa:207%09red/hsa:7157%09red
VEGFA-VEGFR2 Pathway	Reactome	R-HSA-4420097	5	309	0.000786653801915	0.00269876774617	2475|5747|5594|207|2335	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4420097
Downstream signaling of activated FGFR4	Reactome	R-HSA-5654716	5	317	0.000880183434397	0.00297544936603	2475|5747|5594|207|2335	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654716
Downstream signaling of activated FGFR3	Reactome	R-HSA-5654708	5	317	0.000880183434397	0.00297544936603	2475|5747|5594|207|2335	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654708
Downstream signaling of activated FGFR2	Reactome	R-HSA-5654696	5	317	0.000880183434397	0.00297544936603	2475|5747|5594|207|2335	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654696
Signaling by VEGF	Reactome	R-HSA-194138	5	318	0.000892432065543	0.0030022107836	2475|5747|5594|207|2335	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-194138
Downstream signaling of activated FGFR1	Reactome	R-HSA-5654687	5	320	0.000917309965932	0.00307099423377	2475|5747|5594|207|2335	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654687
DNA Damage/Telomere Stress Induced Senescence	Reactome	R-HSA-2559586	3	80	0.000927321986371	0.00308958719497	7157|3014|8091	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2559586
Axon guidance mediated by Slit/Robo	PANTHER	P00008	2	18	0.000953977913784	0.00316318992465	7852|6387	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00008
DAP12 signaling	Reactome	R-HSA-2424491	5	333	0.0010918183821	0.00359070001265	2475|5747|5594|207|2335	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2424491
Integrin cell surface interactions	Reactome	R-HSA-216083	3	85	0.00109845368352	0.00359070001265	3678|999|2335	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-216083
Cellular response to heat stress	Reactome	R-HSA-3371556	3	85	0.00109845368352	0.00359070001265	1410|2475|5594	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3371556
