##Databases: KEGG DISEASE, OMIM, NHGRI GWAS Catalog
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink

--------------------

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
Nickel levels	NHGRI GWAS Catalog		3	40	0.0513153437018	0.161894867547	55966|57403|51684	None
Skin cancers	KEGG DISEASE		2	17	0.0522018800097	0.161894867547	3726|355	None
Cerebrospinal fluid levels of Alzheimer's disease-related proteins	NHGRI GWAS Catalog		2	17	0.0522018800097	0.161894867547	1234|729230	None
Preeclampsia	NHGRI GWAS Catalog		2	17	0.0522018800097	0.161894867547	861|23077	None
Other congenital disorders of metabolism	KEGG DISEASE		4	68	0.0522840801752	0.161894867547	4001|284119|948|9370	None
Cone-rod dystrophy (CORD) and cone dystrophy (COD)	KEGG DISEASE	H00481	2	18	0.0572709036239	0.17153886098	83394|64218	http://www.genome.jp/dbget-bin/www_bget?H00481
Rhegmatogenous retinal detachment	NHGRI GWAS Catalog		2	18	0.0572709036239	0.17153886098	4170|58497	None
Refractive astigmatism	NHGRI GWAS Catalog		2	18	0.0572709036239	0.17153886098	84944|57620	None
Fasting glucose-related traits	NHGRI GWAS Catalog		2	18	0.0572709036239	0.17153886098	3479|5629	None
Post-traumatic stress disorder	NHGRI GWAS Catalog		2	18	0.0572709036239	0.17153886098	8850|9355	None
Calcium levels	NHGRI GWAS Catalog		3	42	0.0573670944917	0.17153886098	5915|5176|7262	None
Amyotrophic lateral sclerosis	NHGRI GWAS Catalog		3	42	0.0573670944917	0.17153886098	2202|155061|6310	None
Diisocyanate-induced asthma	NHGRI GWAS Catalog		7	170	0.0594180721997	0.176804995326	23327|2736|2043|9444|3855|80310|55742	None
Metabolic traits	NHGRI GWAS Catalog		3	43	0.0605138261479	0.178325767875	27165|1401|196	None
@@Metabolic syndrome	NHGRI GWAS Catalog		2	42	0.211735353497	0.280779490506	10062|4633	None
Chronic lymphocytic leukemia	NHGRI GWAS Catalog		3	43	0.0605138261479	0.178325767875	355|59|3394	None
Renal function-related traits (BUN)	NHGRI GWAS Catalog		2	19	0.062502847892	0.179843100067	604|26018	None
Antineutrophil cytoplasmic antibody-associated vasculitis	NHGRI GWAS Catalog		2	19	0.062502847892	0.179843100067	2332|51438	None
DNA methylation (variation)	NHGRI GWAS Catalog		2	19	0.062502847892	0.179843100067	283120|6489	None
Nephropathy	NHGRI GWAS Catalog		2	19	0.062502847892	0.179843100067	5008|3976	None
White blood cell types	NHGRI GWAS Catalog		2	19	0.062502847892	0.179843100067	2078|4602	None
Multiple sclerosis	NHGRI GWAS Catalog		6	141	0.0688617133726	0.197209601678	868|3394|4602|6198|155061|7532	None
Others	KEGG DISEASE		6	143	0.0724668427998	0.20656436499	627|6658|429|93986|4771|7015	None
Electrocardiographic traits	NHGRI GWAS Catalog		2	21	0.073422691976	0.207983701781	1026|22943	None
Hypertension	NHGRI GWAS Catalog		3	47	0.0738787569947	0.207983701781	4856|5045|4988	None
Colorectal cancer	NHGRI GWAS Catalog		4	77	0.073987644732	0.207983701781	1026|894|998|26018	None
@@Colorectal cancer	OMIM	114500	2	26	0.10302571526	0.236682635341	2033|595	http://omim.org/entry/114500
@@Colorectal cancer	KEGG DISEASE	H00020	1	14	0.255868428407	0.3165917674	7048	http://www.genome.jp/dbget-bin/www_bget?H00020
Systolic blood pressure	NHGRI GWAS Catalog		3	48	0.0774081293343	0.213486048495	133|5045|4878	None
Visceral adipose tissue adjusted for BMI	NHGRI GWAS Catalog		3	48	0.0774081293343	0.213486048495	7088|10459|10015	None
Cardiac hypertrophy	NHGRI GWAS Catalog		2	22	0.0790948310818	0.213486048495	6513|6659	None
Cutaneous malignant melanoma	NHGRI GWAS Catalog		2	22	0.0790948310818	0.213486048495	1545|595	None
Sleep duration	NHGRI GWAS Catalog		2	22	0.0790948310818	0.213486048495	23136|10253	None
Orofacial clefts	NHGRI GWAS Catalog		2	22	0.0790948310818	0.213486048495	10253|654	None
Smoking behavior	NHGRI GWAS Catalog		2	22	0.0790948310818	0.213486048495	627|7224	None
Alzheimer's disease biomarkers	NHGRI GWAS Catalog		2	22	0.0790948310818	0.213486048495	5295|9891	None
Uric acid levels	NHGRI GWAS Catalog		2	22	0.0790948310818	0.213486048495	9429|2494	None
Acne (severe)	NHGRI GWAS Catalog		7	185	0.0833494478361	0.223978692423	283131|378938|5093|9025|3673|5970|10468	None
Protein quantitative trait loci	NHGRI GWAS Catalog		3	50	0.0846832304152	0.224190462991	2059|1401|1272	None
Metabolite levels  (X-11787)	NHGRI GWAS Catalog		2	23	0.0848983556574	0.224190462991	1272|153090	None
HIV-1 susceptibility	NHGRI GWAS Catalog		2	23	0.0848983556574	0.224190462991	9420|6695	None
Erectile dysfunction and prostate cancer treatment	NHGRI GWAS Catalog		2	23	0.0848983556574	0.224190462991	2736|2492	None
Liver diseases	KEGG DISEASE		2	24	0.0908259971731	0.235761099045	9420|5310	None
Tourette's syndrome or obsessive-compulsive disorder	NHGRI GWAS Catalog		2	24	0.0908259971731	0.235761099045	23077|57167	None
Weight	NHGRI GWAS Catalog		2	24	0.0908259971731	0.235761099045	627|9462	None
Optic cup area	NHGRI GWAS Catalog		2	24	0.0908259971731	0.235761099045	2202|6299	None
Periodontal disease-related phenotypes	NHGRI GWAS Catalog		2	25	0.0968707200305	0.236682635341	594842|579	None
C-reactive protein	NHGRI GWAS Catalog		2	25	0.0968707200305	0.236682635341	1401|3569	None
Basal cell carcinoma	NHGRI GWAS Catalog		2	25	0.0968707200305	0.236682635341	7015|23569	None
Periodontitis (CDC/AAP)	NHGRI GWAS Catalog		2	25	0.0968707200305	0.236682635341	7077|23030	None
Congenital disorders of ion transport and metabolism	KEGG DISEASE		2	26	0.10302571526	0.236682635341	6513|1080	None
Vertical cup-disc ratio	NHGRI GWAS Catalog		2	26	0.10302571526	0.236682635341	29775|6299	None
Verbal declarative memory	NHGRI GWAS Catalog		3	55	0.10406631859	0.236682635341	9420|55966|2115	None
Mean platelet volume	NHGRI GWAS Catalog		3	55	0.10406631859	0.236682635341	4602|2149|948	None
Attention deficit hyperactivity disorder and conduct disorder	NHGRI GWAS Catalog		2	27	0.109284394376	0.236682635341	8324|5074	None
Stroke	NHGRI GWAS Catalog		2	27	0.109284394376	0.236682635341	366|9645	None
Anemia due to disorders of glycolytic enzymes	KEGG DISEASE	H00664	1	5	0.111483193499	0.236682635341	2821	http://www.genome.jp/dbget-bin/www_bget?H00664
Heparan sulfate proteoglycan gene defects	KEGG DISEASE	H00493	1	5	0.111483193499	0.236682635341	2719	http://www.genome.jp/dbget-bin/www_bget?H00493
Dyskeratosis congenita (DC)	KEGG DISEASE	H00507	1	5	0.111483193499	0.236682635341	7015	http://www.genome.jp/dbget-bin/www_bget?H00507
Omodysplasia 1	KEGG DISEASE	H00493	1	5	0.111483193499	0.236682635341	2719	http://www.genome.jp/dbget-bin/www_bget?H00493
Emery-Dreifuss muscular dystrophy	KEGG DISEASE	H00563	1	5	0.111483193499	0.236682635341	4000	http://www.genome.jp/dbget-bin/www_bget?H00563
IFN-gamma/IL-12 axis	KEGG DISEASE	H00089	1	5	0.111483193499	0.236682635341	6772	http://www.genome.jp/dbget-bin/www_bget?H00089
Fallopian tube cancer	KEGG DISEASE	H01554	1	5	0.111483193499	0.236682635341	672	http://www.genome.jp/dbget-bin/www_bget?H01554
Spina Bifida	KEGG DISEASE	H00262	1	5	0.111483193499	0.236682635341	81839	http://www.genome.jp/dbget-bin/www_bget?H00262
Alveolar rhabdomyosarcoma	KEGG DISEASE	H00037	1	5	0.111483193499	0.236682635341	4193	http://www.genome.jp/dbget-bin/www_bget?H00037
Hepatic porphyria	KEGG DISEASE	H00202	1	5	0.111483193499	0.236682635341	210	http://www.genome.jp/dbget-bin/www_bget?H00202
Primary open angle glaucoma	KEGG DISEASE	H00612	1	5	0.111483193499	0.236682635341	1545	http://www.genome.jp/dbget-bin/www_bget?H00612
Chronic Mucocutaneous Candidiasis (CMC)	KEGG DISEASE	H01109	1	5	0.111483193499	0.236682635341	6772	http://www.genome.jp/dbget-bin/www_bget?H01109
Beckwith-Wiedemann syndrome	KEGG DISEASE	H00713	1	5	0.111483193499	0.236682635341	283120	http://www.genome.jp/dbget-bin/www_bget?H00713
Congenital diarrhea	KEGG DISEASE	H01174	1	5	0.111483193499	0.236682635341	50674	http://www.genome.jp/dbget-bin/www_bget?H01174
Peters anomaly	KEGG DISEASE	H01075	1	5	0.111483193499	0.236682635341	1545	http://www.genome.jp/dbget-bin/www_bget?H01075
Hereditary pancreatitis	KEGG DISEASE	H00933	1	5	0.111483193499	0.236682635341	1080	http://www.genome.jp/dbget-bin/www_bget?H00933
Epidermolysis bullosa, generalized atrophic benign	OMIM	226650	1	5	0.111483193499	0.236682635341	3918	http://omim.org/entry/226650
Double-outlet right ventricle	OMIM	217095	1	5	0.111483193499	0.236682635341	2627	http://omim.org/entry/217095
Pancreatitis, idiopathic	OMIM	167800	1	5	0.111483193499	0.236682635341	1080	http://omim.org/entry/167800
Stroke, susceptibility to	OMIM	601367	1	5	0.111483193499	0.236682635341	2147	http://omim.org/entry/601367
Response to methylphenidate treatment in attention-deficit/hyperactivity disorder (blood pressure)	NHGRI GWAS Catalog		1	5	0.111483193499	0.236682635341	6480	None
Breast cancer (early onset)	NHGRI GWAS Catalog		1	5	0.111483193499	0.236682635341	595	None
Recalcitrant atopic dermatitis	NHGRI GWAS Catalog		1	5	0.111483193499	0.236682635341	5101	None
Adverse response to chemotherapy (neutropenia/leucopenia) (cisplatin)	NHGRI GWAS Catalog		1	5	0.111483193499	0.236682635341	10551	None
Response to antidepressants	NHGRI GWAS Catalog		1	5	0.111483193499	0.236682635341	3589	None
Plasma plasminogen activator levels	NHGRI GWAS Catalog		1	5	0.111483193499	0.236682635341	5054	None
Normalized brain volume	NHGRI GWAS Catalog		1	5	0.111483193499	0.236682635341	2309	None
Pediatric bone mineral content (radius)	NHGRI GWAS Catalog		1	5	0.111483193499	0.236682635341	10447	None
Schizophrenia, bipolar disorder and depression (combined)	NHGRI GWAS Catalog		1	5	0.111483193499	0.236682635341	133	None
Osteoarthritis (hip)	NHGRI GWAS Catalog		1	5	0.111483193499	0.236682635341	8202	None
Parkinson's disease (motor and cognition)	NHGRI GWAS Catalog		1	5	0.111483193499	0.236682635341	4001	None
Response to mTOR inhibitor (everolimus)	NHGRI GWAS Catalog		1	5	0.111483193499	0.236682635341	5090	None
Circulating vasoactive peptide levels	NHGRI GWAS Catalog		1	5	0.111483193499	0.236682635341	133	None
Optic disc parameters	NHGRI GWAS Catalog		1	5	0.111483193499	0.236682635341	6299	None
Drinking behavior	NHGRI GWAS Catalog		1	5	0.111483193499	0.236682635341	4633	None
Response to platinum-based chemotherapy (cisplatin)	NHGRI GWAS Catalog		1	5	0.111483193499	0.236682635341	5101	None
Myeloproliferative neoplasms	NHGRI GWAS Catalog		1	5	0.111483193499	0.236682635341	4602	None
Male infertility	NHGRI GWAS Catalog		1	5	0.111483193499	0.236682635341	57167	None
Spinocerebellar ataxia (SCA)	KEGG DISEASE	H00063	2	28	0.115640383382	0.236682635341	6310|51741	http://www.genome.jp/dbget-bin/www_bget?H00063
Activated partial thromboplastin time	NHGRI GWAS Catalog		2	28	0.115640383382	0.236682635341	9370|51720	None
Immune reponse to smallpox (secreted IFN-alpha)	NHGRI GWAS Catalog		2	29	0.122087516929	0.236682635341	4052|8914	None
Adiponectin levels	NHGRI GWAS Catalog		2	29	0.122087516929	0.236682635341	9370|3667	None
Response to amphetamines	NHGRI GWAS Catalog		2	30	0.128619832618	0.236682635341	23327|51741	None
Hippocampal atrophy	NHGRI GWAS Catalog		2	30	0.128619832618	0.236682635341	7088|9863	None
Motion sickness	NHGRI GWAS Catalog		2	30	0.128619832618	0.236682635341	1272|7026	None
Familial flecked retina syndrome	KEGG DISEASE	H00825	1	6	0.128817434317	0.236682635341	2202	http://www.genome.jp/dbget-bin/www_bget?H00825
Anaplastic large-cell lymphoma	KEGG DISEASE	H01601	1	6	0.128817434317	0.236682635341	238	http://www.genome.jp/dbget-bin/www_bget?H01601
Idiopathic pulmonary fibrosis	KEGG DISEASE	H01299	1	6	0.128817434317	0.236682635341	7015	http://www.genome.jp/dbget-bin/www_bget?H01299
@@Idiopathic pulmonary fibrosis	NHGRI GWAS Catalog		1	11	0.21055183146	0.280429295175	7015	None
Renal cell carcinoma	KEGG DISEASE	H00021	1	6	0.128817434317	0.236682635341	7428	http://www.genome.jp/dbget-bin/www_bget?H00021
@@Renal cell carcinoma	OMIM	144700	1	7	0.145813917383	0.241047397301	7428	http://omim.org/entry/144700
Holoprosencephaly	KEGG DISEASE	H00267	1	6	0.128817434317	0.236682635341	2736	http://www.genome.jp/dbget-bin/www_bget?H00267
Nasopharyngeal cancer	KEGG DISEASE	H00054	1	6	0.128817434317	0.236682635341	11186	http://www.genome.jp/dbget-bin/www_bget?H00054
Heterotaxy	KEGG DISEASE	H00632	1	6	0.128817434317	0.236682635341	4838	http://www.genome.jp/dbget-bin/www_bget?H00632
Epidermolysis bullosa, junctional	KEGG DISEASE	H00586	1	6	0.128817434317	0.236682635341	3918	http://www.genome.jp/dbget-bin/www_bget?H00586
Alzheimer disease 1, familial	OMIM	104300	1	6	0.128817434317	0.236682635341	5328	http://omim.org/entry/104300
Perioperative myocardial infarction in coronary artery bypass surgery	NHGRI GWAS Catalog		1	6	0.128817434317	0.236682635341	9759	None
Atrioventricular conduction	NHGRI GWAS Catalog		1	6	0.128817434317	0.236682635341	355	None
Response to chemotherapy in breast cancer hypertensive cases (cumulative dose) (bevacizumab)	NHGRI GWAS Catalog		1	6	0.128817434317	0.236682635341	7048	None
Glycemic traits	NHGRI GWAS Catalog		1	6	0.128817434317	0.236682635341	4633	None
Optic nerve measurement (disc area)	NHGRI GWAS Catalog		1	6	0.128817434317	0.236682635341	55384	None
Blood pressure measurement (high sodium and potassium intervention)	NHGRI GWAS Catalog		1	6	0.128817434317	0.236682635341	6299	None
Biomedical quantitative traits	NHGRI GWAS Catalog		1	6	0.128817434317	0.236682635341	10447	None
Sporadic pituitary adenoma	NHGRI GWAS Catalog		1	6	0.128817434317	0.236682635341	10810	None
Brain imaging	NHGRI GWAS Catalog		1	6	0.128817434317	0.236682635341	2043	None
Age-related macular degeneration (CNV)	NHGRI GWAS Catalog		1	6	0.128817434317	0.236682635341	718	None
Metabolite levels (HVA-5-HIAA Factor score)	NHGRI GWAS Catalog		1	6	0.128817434317	0.236682635341	9686	None
Adverse response to chemotherapy (neutropenia/leucopenia) (docetaxel)	NHGRI GWAS Catalog		1	6	0.128817434317	0.236682635341	153090	None
Asthma (bronchodilator response)	NHGRI GWAS Catalog		1	6	0.128817434317	0.236682635341	5588	None
Electrocardiographic conduction measures	NHGRI GWAS Catalog		1	6	0.128817434317	0.236682635341	1026	None
Response to statins (LDL cholesterol change)	NHGRI GWAS Catalog		1	6	0.128817434317	0.236682635341	57214	None
Male fertility	NHGRI GWAS Catalog		1	6	0.128817434317	0.236682635341	5101	None
Non-obstructive azoospermia	NHGRI GWAS Catalog		1	6	0.128817434317	0.236682635341	6660	None
Response to iloperidone treatment (QT prolongation)	NHGRI GWAS Catalog		1	6	0.128817434317	0.236682635341	80224	None
Monocyte count	NHGRI GWAS Catalog		1	6	0.128817434317	0.236682635341	3394	None
Serum prostate-specific antigen levels	NHGRI GWAS Catalog		1	6	0.128817434317	0.236682635341	7015	None
Knee osteoarthritis	NHGRI GWAS Catalog		1	6	0.128817434317	0.236682635341	5321	None
Hypersomnia (HLA-DQB1*06:02 negative)	NHGRI GWAS Catalog		1	6	0.128817434317	0.236682635341	5524	None
Myasthenia gravis	NHGRI GWAS Catalog		1	6	0.128817434317	0.236682635341	8792	None
Response to mTOR inhibitor (rapamycin)	NHGRI GWAS Catalog		1	6	0.128817434317	0.236682635341	8850	None
Blood pressure measurement (high sodium intervention)	NHGRI GWAS Catalog		1	6	0.128817434317	0.236682635341	60529	None
Cardiac structure and function	NHGRI GWAS Catalog		1	6	0.128817434317	0.236682635341	51741	None
Adolescent idiopathic scoliosis	NHGRI GWAS Catalog		1	6	0.128817434317	0.236682635341	3170	None
Type 2 diabetes (dietary heme iron intake interaction)	NHGRI GWAS Catalog		1	6	0.128817434317	0.236682635341	10551	None
Narcolepsy	NHGRI GWAS Catalog		1	6	0.128817434317	0.236682635341	1786	None
Drug-induced liver injury (flucloxacillin)	NHGRI GWAS Catalog		1	6	0.128817434317	0.236682635341	6480	None
Testicular germ cell cancer	NHGRI GWAS Catalog		1	6	0.128817434317	0.236682635341	7015	None
Major depressive disorder	NHGRI GWAS Catalog		4	96	0.132015465001	0.241047397301	6310|894|5921|3394	None
Charcot-Marie-Tooth disease (CMT)	KEGG DISEASE	H00264	2	31	0.135231565445	0.241047397301	2705|4000	http://www.genome.jp/dbget-bin/www_bget?H00264
Cataract	KEGG DISEASE	H01202	2	31	0.135231565445	0.241047397301	1410|1969	http://www.genome.jp/dbget-bin/www_bget?H01202
IgA nephropathy	NHGRI GWAS Catalog		2	31	0.135231565445	0.241047397301	6480|23569	None
Allergic sensitization	NHGRI GWAS Catalog		2	31	0.135231565445	0.241047397301	604|100507436	None
Testicular germ cell tumor	NHGRI GWAS Catalog		2	31	0.135231565445	0.241047397301	7015|4591	None
Dialysis-related mortality	NHGRI GWAS Catalog		2	31	0.135231565445	0.241047397301	3569|200424	None
Anorexia nervosa	NHGRI GWAS Catalog		2	32	0.141917142384	0.241047397301	51741|9686	None
Laryngeal cancer	KEGG DISEASE	H00055	1	7	0.145813917383	0.241047397301	595	http://www.genome.jp/dbget-bin/www_bget?H00055
Tetralogy of Fallot	KEGG DISEASE	H00549	1	7	0.145813917383	0.241047397301	2627	http://www.genome.jp/dbget-bin/www_bget?H00549
@@Tetralogy of Fallot	OMIM	187500	1	7	0.145813917383	0.241047397301	2627	http://omim.org/entry/187500
Obsessive-compulsive disorder (OCD)	KEGG DISEASE	H01450	1	7	0.145813917383	0.241047397301	627	http://www.genome.jp/dbget-bin/www_bget?H01450
Cervical cancer	KEGG DISEASE	H00030	1	7	0.145813917383	0.241047397301	1026	http://www.genome.jp/dbget-bin/www_bget?H00030
@@Cervical cancer	NHGRI GWAS Catalog		1	8	0.162479215742	0.252194202551	100507436	None
Anterior segment dysgenesis (ASD)	KEGG DISEASE	H01159	1	7	0.145813917383	0.241047397301	1545	http://www.genome.jp/dbget-bin/www_bget?H01159
Syndromic X-linked mental retardation	KEGG DISEASE	H00658	1	7	0.145813917383	0.241047397301	6658	http://www.genome.jp/dbget-bin/www_bget?H00658
Combined oxidative phosphorylation deficiency (COXPD)	KEGG DISEASE	H00891	1	7	0.145813917383	0.241047397301	7284	http://www.genome.jp/dbget-bin/www_bget?H00891
Lipoprotein-associated phospholipase A2 activity change in response to statin therapy	NHGRI GWAS Catalog		1	7	0.145813917383	0.241047397301	9429	None
Forced expiratory volume in 1 second (environmental interaction)	NHGRI GWAS Catalog		1	7	0.145813917383	0.241047397301	5101	None
Intracranial volume	NHGRI GWAS Catalog		1	7	0.145813917383	0.241047397301	2896	None
Osteoarthritis biomarkers	NHGRI GWAS Catalog		1	7	0.145813917383	0.241047397301	7099	None
Menarche and menopause (age at onset)	NHGRI GWAS Catalog		1	7	0.145813917383	0.241047397301	51720	None
Beta-2 microglubulin plasma levels	NHGRI GWAS Catalog		1	7	0.145813917383	0.241047397301	100507436	None
Ovarian reserve	NHGRI GWAS Catalog		1	7	0.145813917383	0.241047397301	3720	None
Metabolite levels (5-HIAA/ MHPG Ratio)	NHGRI GWAS Catalog		1	7	0.145813917383	0.241047397301	8038	None
Antibody level in response to infection	NHGRI GWAS Catalog		1	7	0.145813917383	0.241047397301	7158	None
Endometrial cancer	NHGRI GWAS Catalog		1	7	0.145813917383	0.241047397301	8038	None
Adverse response to chemotherapy in breast cancer (alopecia) (cyclophosphamide+doxorubicin+/-5FU)	NHGRI GWAS Catalog		1	7	0.145813917383	0.241047397301	1491	None
Beta thalassemia/hemoglobin E disease	NHGRI GWAS Catalog		1	7	0.145813917383	0.241047397301	4602	None
Carotid atherosclerosis in HIV infection	NHGRI GWAS Catalog		1	7	0.145813917383	0.241047397301	4771	None
Hirschsprung disease	NHGRI GWAS Catalog		1	7	0.145813917383	0.241047397301	57620	None
Uterine fibroids	NHGRI GWAS Catalog		1	7	0.145813917383	0.241047397301	23410	None
Type 2 diabetes and other traits	NHGRI GWAS Catalog		1	7	0.145813917383	0.241047397301	3667	None
Irritable bowel syndrome	NHGRI GWAS Catalog		1	7	0.145813917383	0.241047397301	10252	None
Circulating myeloperoxidase levels (serum)	NHGRI GWAS Catalog		1	7	0.145813917383	0.241047397301	4855	None
Gamma glutamyl transpeptidase	NHGRI GWAS Catalog		1	7	0.145813917383	0.241047397301	4633	None
Copper levels	NHGRI GWAS Catalog		3	65	0.147313449967	0.242868120215	1129|1112|9370	None
Diabetic retinopathy	NHGRI GWAS Catalog		2	33	0.148671177107	0.244445870715	7347|3394	None
Dental caries	NHGRI GWAS Catalog		3	66	0.151921145802	0.249118007901	9429|55966|5101	None
Dilated cardiomyopathy (DCM)	KEGG DISEASE	H00294	2	35	0.162363977334	0.252194202551	4000|6901	http://www.genome.jp/dbget-bin/www_bget?H00294
Hypothyroidism	NHGRI GWAS Catalog		2	35	0.162363977334	0.252194202551	5781|6347	None
Oral cancer	KEGG DISEASE	H00016	1	8	0.162479215742	0.252194202551	595	http://www.genome.jp/dbget-bin/www_bget?H00016
Nephrotic syndrome and focal segmental glomerulosclerosis	KEGG DISEASE	H00626	1	8	0.162479215742	0.252194202551	81	http://www.genome.jp/dbget-bin/www_bget?H00626
Pheochromocytoma	OMIM	171300	1	8	0.162479215742	0.252194202551	7428	http://omim.org/entry/171300
Rheumatoid arthritis, progression of	OMIM	180300	1	8	0.162479215742	0.252194202551	23569	http://omim.org/entry/180300
Response to platinum-based chemotherapy in non-small-cell lung cancer	NHGRI GWAS Catalog		1	8	0.162479215742	0.252194202551	1080	None
Insulin-like growth factors	NHGRI GWAS Catalog		1	8	0.162479215742	0.252194202551	2309	None
Epilepsy	NHGRI GWAS Catalog		1	8	0.162479215742	0.252194202551	4317	None
Response to TNF-alpha inhibitors in rheumatoid arthritis	NHGRI GWAS Catalog		1	8	0.162479215742	0.252194202551	7026	None
Non-alcoholic fatty liver disease histology (lobular)	NHGRI GWAS Catalog		1	8	0.162479215742	0.252194202551	6489	None
Carotid intima media thickness	NHGRI GWAS Catalog		1	8	0.162479215742	0.252194202551	26018	None
beta2-Glycoprotein I (beta2-GPI) plasma levels	NHGRI GWAS Catalog		1	8	0.162479215742	0.252194202551	57758	None
Superior frontal gyrus grey matter volume	NHGRI GWAS Catalog		1	8	0.162479215742	0.252194202551	57620	None
Response to inhaled corticosteroid treatment in asthma (percentage change of FEV1)	NHGRI GWAS Catalog		1	8	0.162479215742	0.252194202551	10253	None
Anthropometric traits	NHGRI GWAS Catalog		1	8	0.162479215742	0.252194202551	51232	None
Response to treatment for acute lymphoblastic leukemia	NHGRI GWAS Catalog		1	8	0.162479215742	0.252194202551	8202	None
Mean arterial pressure (alcohol consumption interaction)	NHGRI GWAS Catalog		1	8	0.162479215742	0.252194202551	8850	None
Response to citalopram treatment	NHGRI GWAS Catalog		1	8	0.162479215742	0.252194202551	9690	None
Clozapine-induced agranulocytosis	NHGRI GWAS Catalog		3	69	0.166009040278	0.257019072511	100507436|10859|3918	None
LDL cholesterol	NHGRI GWAS Catalog		4	106	0.168211493797	0.259769648648	406940|80310|2627|64321	None
Urate levels in lean individuals	NHGRI GWAS Catalog		2	36	0.169292857991	0.260779402461	9429|2043	None
Inflammatory skin disease	NHGRI GWAS Catalog		3	70	0.17078808697	0.260957087447	6586|4792|79718	None
Classic complement pathway component defects	KEGG DISEASE	H00102	1	9	0.178819774677	0.260957087447	718	http://www.genome.jp/dbget-bin/www_bget?H00102
Acute lymphoblastic leukemia (ALL) (Precursor B lymphoblastic leukemia/lymphoma)	KEGG DISEASE	H00001	1	9	0.178819774677	0.260957087447	861	http://www.genome.jp/dbget-bin/www_bget?H00001
Permanent neonatal diabetes mellitus (PNDM)	KEGG DISEASE	H00512	1	9	0.178819774677	0.260957087447	9451	http://www.genome.jp/dbget-bin/www_bget?H00512
Multiple myeloma	KEGG DISEASE	H00010	1	9	0.178819774677	0.260957087447	595	http://www.genome.jp/dbget-bin/www_bget?H00010
Atypical hemolytic uremic syndrome (aHUS)	KEGG DISEASE	H01434	1	9	0.178819774677	0.260957087447	718	http://www.genome.jp/dbget-bin/www_bget?H01434
T-B+ Severe combined immunodeficiencies	KEGG DISEASE	H00091	1	9	0.178819774677	0.260957087447	3718	http://www.genome.jp/dbget-bin/www_bget?H00091
Urinary bladder cancer	NHGRI GWAS Catalog		1	9	0.178819774677	0.260957087447	10460	None
Plasminogen activator inhibitor type 1 levels (PAI-1)	NHGRI GWAS Catalog		1	9	0.178819774677	0.260957087447	5054	None
Multiple sclerosis (severity)	NHGRI GWAS Catalog		1	9	0.178819774677	0.260957087447	3720	None
Neonatal lupus	NHGRI GWAS Catalog		1	9	0.178819774677	0.260957087447	2078	None
End-stage coagulation	NHGRI GWAS Catalog		1	9	0.178819774677	0.260957087447	2152	None
Rheumatoid arthritis (ACPA-negative)	NHGRI GWAS Catalog		1	9	0.178819774677	0.260957087447	100507436	None
Response to antipsychotic treatment in schizophrenia (reasoning)	NHGRI GWAS Catalog		1	9	0.178819774677	0.260957087447	51741	None
Paget's disease	NHGRI GWAS Catalog		1	9	0.178819774677	0.260957087447	8792	None
Lung adenocarcinoma	NHGRI GWAS Catalog		1	9	0.178819774677	0.260957087447	7015	None
Bone mineral density (paediatric, lower limb)	NHGRI GWAS Catalog		1	9	0.178819774677	0.260957087447	10447	None
Clozapine-induced cytotoxicity	NHGRI GWAS Catalog		1	9	0.178819774677	0.260957087447	51741	None
Amino acid levels	NHGRI GWAS Catalog		1	9	0.178819774677	0.260957087447	27165	None
Adverse response to chemotherapy (neutropenia/leucopenia) (carboplatin)	NHGRI GWAS Catalog		1	9	0.178819774677	0.260957087447	26018	None
Muscular diseases	KEGG DISEASE		3	74	0.19027864246	0.272599925824	4000|1410|9531	None
Liver enzyme levels (gamma-glutamyl transferase)	NHGRI GWAS Catalog		2	39	0.190353618208	0.272599925824	23327|1969	None
Atopic dermatitis	NHGRI GWAS Catalog		2	39	0.190353618208	0.272599925824	100507436|3565	None
@@Atopic dermatitis	KEGG DISEASE	H01358	1	11	0.21055183146	0.280429295175	6352	http://www.genome.jp/dbget-bin/www_bget?H01358
Malignant paraganglioma	KEGG DISEASE	H01510	1	10	0.194841914196	0.272599925824	7428	http://www.genome.jp/dbget-bin/www_bget?H01510
Pancreas diseases	KEGG DISEASE		1	10	0.194841914196	0.272599925824	1080	None
Interstitial lung disease	NHGRI GWAS Catalog		1	10	0.194841914196	0.272599925824	7015	None
Age-related nuclear cataracts	NHGRI GWAS Catalog		1	10	0.194841914196	0.272599925824	3092	None
Ticagrelor levels in individuals with acute coronary syndromes treated with ticagrelor	NHGRI GWAS Catalog		1	10	0.194841914196	0.272599925824	1577	None
Hepatocellular carcinoma	NHGRI GWAS Catalog		1	10	0.194841914196	0.272599925824	100507436	None
@@Hepatocellular carcinoma	KEGG DISEASE	H00048	1	12	0.225955603169	0.289769656179	5925	http://www.genome.jp/dbget-bin/www_bget?H00048
Gambling	NHGRI GWAS Catalog		1	10	0.194841914196	0.272599925824	6310	None
Hematocrit	NHGRI GWAS Catalog		1	10	0.194841914196	0.272599925824	4602	None
